api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1080/13545701.2010.530605,"Same Work, Different Pay? Evidence from a US Public University",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Same%20Work%2C%20Different%20Pay%3F%20Evidence%20from%20a%20US%20Public%20University,Donna Ginther Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1371/journal.pone.0133177,"Science and Engineering Ph.D. Students’ Career Outcomes, by Gender",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Science%20and%20Engineering%20Ph.D.%20Students%E2%80%99%20Career%20Outcomes%2C%20by%20Gender,Paula Stephan Survey of Earned Doctorates,dataset-370,,
dimensions,10.1371/journal.pone.0036307,"Science PhD Career Preferences: Levels, Changes, and Advisor Encouragement",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Science%20PhD%20Career%20Preferences%3A%20Levels%2C%20Changes%2C%20and%20Advisor%20Encouragement,Paula Stephan Survey of Earned Doctorates,dataset-370,,
dimensions,10.1146/annurev.so.21.080195.000401,Scientific Careers: Universalism and Particularism,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Scientific%20Careers%3A%20Universalism%20and%20Particularism,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1016/j.respol.2005.01.014,"Scientific teams and institutional collaborations: Evidence from U.S. universities, 1981–1999",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Scientific%20teams%20and%20institutional%20collaborations%3A%20Evidence%20from%20U.S.%20universities%2C%201981%E2%80%931999,Paula Stephan Survey of Earned Doctorates,dataset-370,,
dimensions,10.2139/ssrn.1022141,Scientists and Engineers Statistical Data System: Data Overview,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Scientists%20and%20Engineers%20Statistical%20Data%20System%3A%20Data%20Overview,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1177/0022487106292722,Searching for the Next Generation of Teacher Educators,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Searching%20for%20the%20Next%20Generation%20of%20Teacher%20Educators,Lisa Wolf-Wendel Survey of Earned Doctorates,dataset-370,,
dimensions,10.12688/f1000research.5878.2,Shaping the Future of Research: a perspective from junior scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Shaping%20the%20Future%20of%20Research%3A%20a%20perspective%20from%20junior%20scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.12688/f1000research.5878.1,Shaping the Future of Research: a perspective from junior scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Shaping%20the%20Future%20of%20Research%3A%20a%20perspective%20from%20junior%20scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.12688/f1000research.5878.2,Shaping the Future of Research: a perspective from junior scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Shaping%20the%20Future%20of%20Research%3A%20a%20perspective%20from%20junior%20scientists,NSF Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1080/10438590903434844,The diffusion of IT in higher education: publishing productivity of academic life scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20diffusion%20of%20IT%20in%20higher%20education%3A%20publishing%20productivity%20of%20academic%20life%20scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.1372402,The Diffusion of it in Higher Education: Publishing Productivity of Academic Life Scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Diffusion%20of%20it%20in%20Higher%20Education%3A%20Publishing%20Productivity%20of%20Academic%20Life%20Scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1080/10438590903434844,The diffusion of IT in higher education: publishing productivity of academic life scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20diffusion%20of%20IT%20in%20higher%20education%3A%20publishing%20productivity%20of%20academic%20life%20scientists,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.1372402,The Diffusion of it in Higher Education: Publishing Productivity of Academic Life Scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Diffusion%20of%20it%20in%20Higher%20Education%3A%20Publishing%20Productivity%20of%20Academic%20Life%20Scientists,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1023/a:1014382532639,The Economics of Science and Technology,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Economics%20of%20Science%20and%20Technology,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.1323429,The Economics of University Lab Science and the Role of Foreign Graduate Students and Postdoctoral Scholars,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Economics%20of%20University%20Lab%20Science%20and%20the%20Role%20of%20Foreign%20Graduate%20Students%20and%20Postdoctoral%20Scholars,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1007/s10961-007-9033-3,The entrepreneurial puzzle: explaining the gender gap,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20entrepreneurial%20puzzle%3A%20explaining%20the%20gender%20gap,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.1010142,The Ethnic Composition of US Inventors,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Ethnic%20Composition%20of%20US%20Inventors,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1509/jmr.11.0394,The Hesitant Hai Gui: Return-Migration Preferences of U.S.-Educated Chinese Scientists and Engineers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Hesitant%20Hai%20Gui%3A%20Return-Migration%20Preferences%20of%20U.S.-Educated%20Chinese%20Scientists%20and%20Engineers,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1177/002224371305000506,The Hesitant Hai Gui: Return-Migration Preferences of U.S.-Educated Chinese Scientists and Engineers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Hesitant%20Hai%20Gui%3A%20Return-Migration%20Preferences%20of%20U.S.-Educated%20Chinese%20Scientists%20and%20Engineers,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1509/jmr.11.0394,The Hesitant Hai Gui: Return-Migration Preferences of U.S.-Educated Chinese Scientists and Engineers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Hesitant%20Hai%20Gui%3A%20Return-Migration%20Preferences%20of%20U.S.-Educated%20Chinese%20Scientists%20and%20Engineers,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1177/002224371305000506,The Hesitant Hai Gui: Return-Migration Preferences of U.S.-Educated Chinese Scientists and Engineers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Hesitant%20Hai%20Gui%3A%20Return-Migration%20Preferences%20of%20U.S.-Educated%20Chinese%20Scientists%20and%20Engineers,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1038/nbt.3766,The impact of postdoctoral training on early careers in biomedicine,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20impact%20of%20postdoctoral%20training%20on%20early%20careers%20in%20biomedicine,Donna Ginther Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.975786,The Knowledge Production Function for University Patenting,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Knowledge%20Production%20Function%20for%20University%20Patenting,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
