api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1177/056943451405900101,Counting Economics Phds: How Many New Graduates Do U.S. Universities Produce?1,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Counting%20Economics%20Phds%3A%20How%20Many%20New%20Graduates%20Do%20U.S.%20Universities%20Produce%3F1,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1186/s12919-017-0089-2,"Critical race theory as a bridge in science training: the California State University, Northridge BUILD PODER program",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Critical%20race%20theory%20as%20a%20bridge%20in%20science%20training%3A%20the%20California%20State%20University%2C%20Northridge%20BUILD%20PODER%20program,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1177/0002764202045010004,Data on Higher Education in the United States,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Data%20on%20Higher%20Education%20in%20the%20United%20States,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1145/2043174.2043187,Data trends on minorities and people with disabilities in computing,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Data%20trends%20on%20minorities%20and%20people%20with%20disabilities%20in%20computing,NSF Survey of Earned Doctorates,dataset-370,,
pubmed,10.1080/02701960.2017.1311880,Defining doctoral gerontologists: Who are they and how are they contributing to the field of gerontology?,https://www.ncbi.nlm.nih.gov/pubmed/28350249,Survey of Earned Doctorates,dataset-370,,
dimensions,10.1371/journal.pone.0174296,"Differences in STEM doctoral publication by ethnicity, gender and academic field at a large public research university",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Differences%20in%20STEM%20doctoral%20publication%20by%20ethnicity%2C%20gender%20and%20academic%20field%20at%20a%20large%20public%20research%20university,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1023/a:1018778412377,DISCRIMINATORY ORGANIZATIONAL CONTEXTS AND BLACK SCIENTISTS ON POSTSECONDARY FACULTIES,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=DISCRIMINATORY%20ORGANIZATIONAL%20CONTEXTS%20AND%20BLACK%20SCIENTISTS%20ON%20POSTSECONDARY%20FACULTIES,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1787/815380682345,Disponibilité et caractéristiques des enquêtes sur la destination professionnelle des titulaires de doctorats dans les pays de l'OCDE,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Disponibilit%C3%A9%20et%20caract%C3%A9ristiques%20des%20enqu%C3%AAtes%20sur%20la%20destination%20professionnelle%20des%20titulaires%20de%20doctorats%20dans%20les%20pays%20de%20l%27OCDE,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1007/s12108-014-9237-6,"Diversity in the Academy: On the Growing Prominence of Race and Ethnicity in the Pacific Sociological Association, 1929–2014",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Diversity%20in%20the%20Academy%3A%20On%20the%20Growing%20Prominence%20of%20Race%20and%20Ethnicity%20in%20the%20Pacific%20Sociological%20Association%2C%201929%E2%80%932014,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.5408/1089-9995-55.6.447,Diversity in the Geosciences and Successful Strategies for Increasing Diversity,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Diversity%20in%20the%20Geosciences%20and%20Successful%20Strategies%20for%20Increasing%20Diversity,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1037/a0038549,Diversity Statements: How Faculty Applicants Address Diversity,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Diversity%20Statements%3A%20How%20Faculty%20Applicants%20Address%20Diversity,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1890/0012-9623(2001)082[0181:dsaeop]2.0.co;2,"Diversity, Stability, and Evolution of Professional Ecologists: A Report on the ESA Membership 2000",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Diversity%2C%20Stability%2C%20and%20Evolution%20of%20Professional%20Ecologists%3A%20A%20Report%20on%20the%20ESA%20Membership%202000,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1016/j.jpubeco.2017.10.003,Do international students crowd-out or cross-subsidize Americans in higher education?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Do%20international%20students%20crowd-out%20or%20cross-subsidize%20Americans%20in%20higher%20education%3F,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1057/hep.2016.2,Do International Students Displace US Students in the Pursuit of Higher Degrees in Science and Engineering? A Forecasting Analysis,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Do%20International%20Students%20Displace%20US%20Students%20in%20the%20Pursuit%20of%20Higher%20Degrees%20in%20Science%20and%20Engineering%3F%20A%20Forecasting%20Analysis,NSF Survey of Doctorate Recipients,dataset-371,,
