api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1177/1538192707306552,Latinos in Science,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Latinos%20in%20Science,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1089/dna.2012.1756,Limitations on Diversity in Basic Science Departments,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Limitations%20on%20Diversity%20in%20Basic%20Science%20Departments,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1002/lob.10154,Limnology and Oceanography Bulletin Volume 25 Number 4 November 2016 97–138,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Limnology%20and%20Oceanography%20Bulletin%20Volume%2025%20Number%204%20November%202016%2097%E2%80%93138,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1002/lob.20142311,"Limnology and Oceanography Bulletin, February 2014",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Limnology%20and%20Oceanography%20Bulletin%2C%20February%202014,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
openaire,10.7282/t3g1640q,Making mentoring matter,http://dx.doi.org/10.7282/t3g1640q,Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1016/0014-4886(79)90002-5,Maturation and current status of neuroscience: Data from the 1976 inventory of U.S. neuroscientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Maturation%20and%20current%20status%20of%20neuroscience%3A%20Data%20from%20the%201976%20inventory%20of%20U.S.%20neuroscientists,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1561/110.00000005,"Measuring Science, Technology, and Innovation: A Review",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Measuring%20Science%2C%20Technology%2C%20and%20Innovation%3A%20A%20Review,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1002/ir.20298,Merging Data to Facilitate Analyses,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Merging%20Data%20to%20Facilitate%20Analyses,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1007/s12114-016-9232-y,Minority Faculty Hiring Power in Academe: an Economic Model,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Minority%20Faculty%20Hiring%20Power%20in%20Academe%3A%20an%20Economic%20Model,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1002/msj.21350,Minority Undergraduate Programs Intended to Increase Participation in Biomedical Careers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Minority%20Undergraduate%20Programs%20Intended%20to%20Increase%20Participation%20in%20Biomedical%20Careers,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1007/s00168-016-0773-6,"Mobility, education and labor market outcomes for U.S. graduates: Is selectivity important?",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Mobility%2C%20education%20and%20labor%20market%20outcomes%20for%20U.S.%20graduates%3A%20Is%20selectivity%20important%3F,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.5367/000000009790156418,Monitor,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Monitor,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1023/a:1020988531713,More Than a Pipeline Problem: Labor Supply Constraints and Gender Stratification Across Academic Science Disciplines,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=More%20Than%20a%20Pipeline%20Problem%3A%20Labor%20Supply%20Constraints%20and%20Gender%20Stratification%20Across%20Academic%20Science%20Disciplines,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1002/ir.37019916908,National data bases and statistical resources on higher education: An annotated guide,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=National%20data%20bases%20and%20statistical%20resources%20on%20higher%20education%3A%20An%20annotated%20guide,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1007/s10109-019-00301-6,Naturalization and the productivity of foreign-born doctorates,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Naturalization%20and%20the%20productivity%20of%20foreign-born%20doctorates,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1016/j.neuron.2016.05.030,Neuroscience Training for the 21st Century,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Neuroscience%20Training%20for%20the%2021st%20Century,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1007/s11837-004-0263-7,News & update,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=News%20%26%20update,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1037/amp0000222,NIH Behavioral and Social Sciences Research Support: 1980–2016,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=NIH%20Behavioral%20and%20Social%20Sciences%20Research%20Support%3A%201980%E2%80%932016,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1038/s41561-018-0116-6,No progress on diversity in 40 years,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=No%20progress%20on%20diversity%20in%2040%20years,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1007/s11162-015-9369-8,Not Equal for All: Gender and Race Differences in Salary for Doctoral Degree Recipients,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Not%20Equal%20for%20All%3A%20Gender%20and%20Race%20Differences%20in%20Salary%20for%20Doctoral%20Degree%20Recipients,NSF Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1007/s12108-997-1027-y,"Occupational feminization, occupational decline? Sociology’s changing sex composition",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Occupational%20feminization%2C%20occupational%20decline%3F%20Sociology%E2%80%99s%20changing%20sex%20composition,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1177/1463499613492089,"On the future of anthropology: Fundraising, the job market and the corporate turn",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=On%20the%20future%20of%20anthropology%3A%20Fundraising%2C%20the%20job%20market%20and%20the%20corporate%20turn,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1353/rhe.2011.0017,"Onto, Up, Off the Academic Faculty Ladder: The Gendered Effects of Family on Career Transitions for a Cohort of Social Science Ph.D.s",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Onto%2C%20Up%2C%20Off%20the%20Academic%20Faculty%20Ladder%3A%20The%20Gendered%20Effects%20of%20Family%20on%20Career%20Transitions%20for%20a%20Cohort%20of%20Social%20Science%20Ph.D.s,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1615/jwomenminorscieneng.v4.i1.40,ORGANIZATIONAL VARIATIONS IN WOMEN SCIENTISTS' REPRESENTATION IN ACADEMIA,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=ORGANIZATIONAL%20VARIATIONS%20IN%20WOMEN%20SCIENTISTS%27%20REPRESENTATION%20IN%20ACADEMIA,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1007/s13187-012-0444-y,Outcome Evaluation of the National Cancer Institute Career Development Awards Program,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Outcome%20Evaluation%20of%20the%20National%20Cancer%20Institute%20Career%20Development%20Awards%20Program,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
