title,url,authors,open,journal,search_term,dataset_id
Shuttle radar topography mission - dostupnost podataka i ostvarena tačnost,http://grafar.grf.bg.ac.rs//bitstream/id/3768/313.pdf,"Samardžić Mileva, Milenković Milutin",True,,Shuttle Radar Topography Mission,dataset-646
System Identification of a Nonlinear Mode for the Shuttle Radar Topography Mission,https://authors.library.caltech.edu/21925/,"Brugarolas, Paul B., Bayard, David S., Spanos, John T., Breckenridge, William G.",True,,Shuttle Radar Topography Mission,dataset-646
Using shuttle radar topography to map ancient water channels in Mesopotamia.,http://dro.dur.ac.uk/5935/,"Hritz, C., Wilkinson, T. J.",True,,Shuttle Radar Topography Mission,dataset-646
Optical calibration phase locked loop for the Shuttle Radar Topography Mission,https://zenodo.org/record/1260803,"McWatters, D. A., Lutes, G., Caro, E. R., Tu, Meirong",True,,Shuttle Radar Topography Mission,dataset-646
Uncertainties in the Shuttle Radar Topography Mission (SRTM) Heights: Insights from the Indian Himalaya and Peninsula,http://dx.doi.org/10.1038/srep41672,"Manas Mukul, Vinee Srivastava, Sridevi Jade, Malay Mukul",True,Scientific Reports,Shuttle Radar Topography Mission,dataset-646
"Validation of Global Digital Elevation Models in Lagos State, Nigeria",https://hal.archives-ouvertes.fr/hal-02379763,"Arungwa, I. D., Obarafo, E. O., okolie, chukwuma,",True,,Shuttle Radar Topography Mission,dataset-646
"Validation of Global Digital Elevation Models in Lagos State, Nigeria",https://hal.archives-ouvertes.fr/hal-02379763,"Arungwa, I. D., Obarafo, E. O., okolie, chukwuma,",True,,Shuttle Radar Topography Mission,dataset-646
"COMPARAÇÃO ENTRE DADOS ALTIMÉTRICOS SHUTTLE RADAR TOPOGRAPHY MISSION, CARTAS TOPOGRÃFICAS E GPS: NUMA ÁREA COM RELEVO ESCARPADO",http://www.rbc.ufrj.br/_pdf_58_2006/58_01_1.pdf,Eduardo da Silva Pinheiro,True,Revista Brasileira de Cartografia,Shuttle Radar Topography Mission,dataset-646
Cloud-based Lineament Extraction of Topographic Lineaments from NASA Shuttle Radar Topography Mission Data,http://dx.doi.org/10.1016/j.procs.2016.04.260,"Al-Obeidat, Feras, Feltrin, Leonardo, Marir, Farhi",True,Procedia Computer Science,Shuttle Radar Topography Mission,dataset-646
Relação entre as variáveis morfométricas extraídas de dados SRTM (Shuttle Radar Topography Mission) e a vegetação do Parque Nacional de Brasília Relationship between morphometric variables extracted from SRTM (Shuttle Radar Topography Mission) data and vegetation in Brasília National Park,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062010000100010,"Bispo,Polyanna da Conceição, Valeriano,Márcio de Morisson, Kuplich,Tatiana Mora",True,Acta Botânica Brasílica,Shuttle Radar Topography Mission,dataset-646
Reconstruction of Megalake Chad using Shuttle Radar Topographic Mission data,https://hal.archives-ouvertes.fr/halsde-00303714,"Leblanc , Marc, Favreau , Guillaume, Maley , Jean, Nazoumou , Yahaya, Leduc , Christian, Stagnitti , Franck, Van Oevelen , Peter J., Delclaux , François, Lemoalle , Jacques",True,,Shuttle Radar Topography Mission,dataset-646
Аналіз ґрунтово-ерозійних процесів в Україні на основі застосування даних дистанційного зондування Землі,http://dspace.nbuv.gov.ua/handle/123456789/127169,"Лялько, В.І., Єлістратова, Л.О., Апостолов, О.А., Чехній, В.М.",True,,Shuttle Radar Topography Mission,dataset-646
Calibration of the shuttle radar topography mission X-SAR instrument using a synthetic altimetry data model,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:230661,"A. Helm, A. Braun, S. Eickschen, Tilo Schöne,  ,  ",True,,Shuttle Radar Topography Mission,dataset-646
Clasificación y mapeo en SIG de la condición y vegetación forestal,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002012000300011&lng=en&tlng=en,"Ryzhkova, Vera, Danilova, Irina",True,,Shuttle Radar Topography Mission,dataset-646
APLICAÇÕES DOS MODELOS DE ELEVAÇÃO SRTM EM GEOMORFOLOGIA / SRTM DEMs APPLICATIONS IN GEOMORPHOLOGY,http://www.rga.ggf.br/index.php?journal=rga&page=article&op=view&path%5B%5D=33&path%5B%5D=31,"Claudio Riccomini, Samar dos Santos Steiner, Carlos Henrique Grohmann",True,Revista Geográfica Acadêmica,Shuttle Radar Topography Mission,dataset-646
"Data on comparative studies of lineaments extraction from ASTER DEM, SRTM, and Cartosat for Jilledubanderu River basin, Anantapur district, A.P, India by using remote sensing and GIS",http://www.sciencedirect.com/science/article/pii/S2352340918310990,"M. Rajasekhar, G. Sudarsana Raju, R. Siddi Raju, M. Ramachandra, B. Pradeep Kumar",True,Data in Brief,Shuttle Radar Topography Mission,dataset-646
The Application of ALOS/PALSAR InSAR to Measure Subsurface Penetration Depths in Deserts,https://discovery.ucl.ac.uk/id/eprint/1566666/,"Xiong, S., Muller, J-P, Li, G.",True,,Shuttle Radar Topography Mission,dataset-646
Primena prave pravougaone prizme u postupku određivanja vrednosti terenske korekcije,https://doaj.org/toc/2560-3086,"Odalović Oleg R., Grekulović Sanja M., Vasiljević Ivana M.",True,,Shuttle Radar Topography Mission,dataset-646
SOURCES OF ARTEFACTS IN SYNTHETIC APERTURE RADAR INTERFEROMETRY DATA SETS,https://doaj.org/toc/2194-9034,"K. Becek, A. Borkowski",True,,Shuttle Radar Topography Mission,dataset-646
GIS-based classification and mapping of forest site conditions and vegetation,https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0717-92002012000300011,"Ryzhkova,Vera, Danilova,Irina",True,,Shuttle Radar Topography Mission,dataset-646
Digital Elevation Models (DEM) from spaceborne systems. An introduction and comparative analyses in the Cordillera of Mérida-Venezuela,http://www.saber.ula.ve/handle/123456789/26331,"Roa, José Gregorio, Kamp, Ulrich",True,,Shuttle Radar Topography Mission,dataset-646
Distributed ice thickness and volume of all glaciers around the globe,http://doc.rero.ch/record/30974/files/hus_dit.pdf,"Huss, Matthias, Farinotti, Daniel",True,,Shuttle Radar Topography Mission,dataset-646
Detecting and Quantifying Forest Change: The Potential of Existing C- and X-Band Radar Datasets.,http://dx.doi.org/10.1371/journal.pone.0131079.t001,"Tanase, Mihai A., Ismail, Ismail, Lowell, Kim, Karyanto, Oka, Santoro, Maurizio",True,PLoS ONE,Shuttle Radar Topography Mission,dataset-646
Phase-Offset Estimation in Multichannel SAR Interferometry,http://hdl.handle.net/11367/31869,"Ferraioli, G., Ferraiuolo, G., Pascazio, V.",False,,Shuttle Radar Topography Mission,dataset-646
VERTICAL ACCURACY ASSESSMENT OF THE PROCESSED SRTM DATA FOR THE BRAZILIAN TERRITORY,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702019000400200&lng=en&tlng=en,"Orlandi, Alex Gois, Carvalho Júnior, Osmar Abílio de, Guimarães, Renato Fontes, Bias, Edilson de Souza, Corrêa, Douglas Corbari, Gomes, Roberto Arnaldo Trancoso",True,,Shuttle Radar Topography Mission,dataset-646
"Mapeamento Geomorfológico da Folha Ouricuri - Pernambuco, Através da Utilização de Softwares de Geoprocessamento (Geomorphological Mapping in Ouricuri - Pernambuco, Using of GIS Software)",https://periodicos.ufpe.br/revistas/rbgfe/article/view/232819,Karlla Emmanuelle Arruda,True,Revista Brasileira de Geografia Física,Shuttle Radar Topography Mission,dataset-646
"Modelling potential debris flows from SRTM data in the upper Chama river watershed, northwestern Venezuela",http://www.saber.ula.ve/handle/123456789/35598,"Ortega, Rengifo, Schneevoigt, Nora Jennifer",True,,Shuttle Radar Topography Mission,dataset-646
Построение планетарной цифровой модели рельефа и ее приложения,http://cyberleninka.ru/article/n/postroenie-planetarnoy-tsifrovoy-modeli-reliefa-i-ee-prilozheniya,"Дементьев, Ю., Кулик, Е., Дергачева, Е.",True,Интерэкспо Гео-Сибирь,Shuttle Radar Topography Mission,dataset-646
TSUNAMI HAZARD ASSESSMENT IN THE NORTHERN AEGEAN SEA,http://tsunamisociety.org/271Willige.pdf,Barbara Theilen-Willige,True,Science of Tsunami Hazards,Shuttle Radar Topography Mission,dataset-646
"Topography of the salar de Uyuni, Bolivia from kinematic GPS",http://www.escholarship.org/uc/item/6w3176g4,"Borsa, Adrian A., Fricker, Helen A., Bills, Bruce G., Minster, Jean-Bernard, Carabajal, Claudia C., Quinn, Katherine J.",True,,Shuttle Radar Topography Mission,dataset-646
USO DE PLATAFORMA SIG NA CARACTERIZAÇÃO MORFOMÉTRICA DA BACIA HIDROGRÁFICA DO RIO PANCAS – BRASIL,http://periodicoscientificos.ufmt.br/ojs/index.php/nativa/article/view/2288,"Ferreira, Renan, Moura, Márcia, Castro, Fábio",True,,Shuttle Radar Topography Mission,dataset-646
Modeling the SAR backscatter of linear dunes on Earth and Titan,https://hal.archives-ouvertes.fr/hal-00992834,"Paillou, Philippe, Bernard, D., Radebaugh, J., Lorenz, R., Le Gall, Alice, Farr, T.",True,,Shuttle Radar Topography Mission,dataset-646
"Using DEM and GIS for evaluation of groundwater resources in relation to landforms in the Maharlou-Bakhtegan watershed, Fars province, Iran",http://www.degruyter.com/view/j/jwld.2018.37.issue-1/jwld-2018-0031/jwld-2018-0031.xml?format=INT,"Mokarram Marzieh, Shaygan Mehran, Sathyamoorthy Dinesh",True,Journal of Water and Land Development,Shuttle Radar Topography Mission,dataset-646
Mapping Palaeohydrography in Deserts: Contribution from Space-Borne Imaging Radar,http://www.mdpi.com/2073-4441/9/3/194,Philippe Paillou,True,Water,Shuttle Radar Topography Mission,dataset-646
Calculation of medium precipitation using the Thiessen method and the ridge,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2018000100305&lng=en&tlng=en,"Marciano, Alexandre Germano, Barbosa, Alexandre Augusto, Silva, Ana Paula Moni",True,,Shuttle Radar Topography Mission,dataset-646
Accuracy assessment of TanDEM-X IDEM using airborne LiDAR on the area of Poland,http://www.degruyter.com/view/j/geocart.2017.66.issue-1/geocart-2017-0007/geocart-2017-0007.xml?format=INT,"Woroszkiewicz Małgorzata, Ewiak Ireneusz, Lulkowska Paulina",True,Geodesy and Cartography,Shuttle Radar Topography Mission,dataset-646
SYNTHETIC APERTURE RADAR INTERFEROMETRY FOR DIGITAL ELEVATION MODEL OF KUWAIT DESERT &ndash; ANALYSIS OF ERRORS,https://doaj.org/toc/2194-9034,"H. K. Al Jassar, K. S. Rao",True,,Shuttle Radar Topography Mission,dataset-646
STUDY OF RELATION OF STRUCTURAL LINEAMENTS AND GROUNDWATER EXPLORATION THROUGH FAVORABILITY ANALYSIS,https://aguassubterraneas.abas.org/asubterraneas/article/view/10436,"Alexandre Campane Vidal, Sidnei Pires Rostirolla, Chang Hung Kiang, Maria Luiza Martini",True,Revista Águas Subterrâneas,Shuttle Radar Topography Mission,dataset-646
Accuracy assessment of the TanDEM-X 90 Digital Elevation Model for selected floodplain sites,https://research-information.bristol.ac.uk/en/publications/accuracy-assessment-of-the-tandemx-90-digital-elevation-model-for-selected-floodplain-sites(e21c4798-d836-463e-8f6c-052bb83cfbe5).html,"Hawker, Laurence, Neal, Jeffrey, Bates, Paul",True,,Shuttle Radar Topography Mission,dataset-646
PHYSIOGRAPHIC CHARACTERIZATION OF THE MUNICIPALITY OF GARANHUNS – PE,http://periodicos.ufsm.br/reget/article/view/15549,"Costa, Samuel Othon de Souza, Ramos, Renilson Pinto da Silva, Deus, Rodolfo Alexandre da Silva Gomes de, Silva, Suzana de Araújo, Gomes, Daniel Dantas Moreira",True,,Shuttle Radar Topography Mission,dataset-646
"LINEAMENTOS MORFOESTRUTURAIS COM BASE EM DERIVAÇÕES DE MODELO DIGITAL DE ELEVAÇÃO (MDE-SRTM – SHUTTLE RADAR TOPOGRAPHY MISSION) NA DEPRESSÃO DO PIRAÍ, ESTADO DO PARANÁ, SUL DO BRASIL",http://www.lsie.unb.br/rbg/index.php/rbg/article/view/615,"Mário Sérgio Melo, Dilce de Fátima Rossetti",True,Revista Brasileira de Geomorfologia,Shuttle Radar Topography Mission,dataset-646
"Intensidade da atividade tectônica na porção emersa da Bacia Paraíba e embasamento cristalino adjacente, Nordeste do Brasil",https://seer.ufrgs.br/PesquisasemGeociencias/article/view/78114,"ANDRADES FILHO, Clódis O., ROSSETTI, Dilce F.",True,Pesquisas em Geociências,Shuttle Radar Topography Mission,dataset-646
