title,url,authors,open,journal,search_term,dataset_id
Climatological diurnal variability in sea surface temperature characterized from drifting buoy data,http://dx.doi.org/10.1002/gdj3.35,"Morak-Bozzo, S., Merchant, C.J., Kent, E.C., Berry, D.I., Carella, G.",True,,Local Climatological Data,dataset-659
A Quality Control Procedure for Climatological Studies Using Argo Data in the North Pacific Western Boundary Current Region,http://hdl.handle.net/11585/586833,"Jia, Wenjing, Wang, Dong, Pinardi, Nadia, Simoncelli, Simona, Storto, Andrea, Masina, Simona",False,,Local Climatological Data,dataset-659
Kebiasaan Masyarakat Dusun Bawakaraeng dalam Pengamanan Hutan di Sub DAS Lengkese Das Jeneberang Hulu,http://repository.unhas.ac.id/handle/123456789/3156,"Arsyad, Usman, Sainuddin",True,,Local Climatological Data,dataset-659
Data assimilation using a climatologically augmented local ensemble transform Kalman filter,https://doaj.org/toc/1600-0870,"Matthew Kretschmer, Brian R. Hunt, Edward Ott",True,Tellus A,Local Climatological Data,dataset-659
"Comparison of Satellite Rainfall Estimates and Rain Gauge Measurements in Italy, and Impact on Landslide Modeling",https://www.mdpi.com/2225-1154/5/4/90,"Mauro Rossi, Dalia Kirschbaum, Daniela Valigi, Alessandro Cesare Mondini, Fausto Guzzetti",True,Climate,Local Climatological Data,dataset-659
"Posible cambio climático debido a la explotación de agua Subterránea en el Valle de Ojos Negros, Baja California",http://www.investigacionesgeograficas.unam.mx/index.php/rig/article/view/59132,"V. Miguel Ponce, O. Rafael García Cueto, Sezar Ercan",True,Investigaciones Geográficas,Local Climatological Data,dataset-659
ANALYSIS OF THE MAIN CLIMATIC FACTORS AND THEIR IMPACT ON CROP PRODUCTION,http://managementjournal.usamv.ro/pdf/vol4_2/art12.pdf,"Elena COFAS, Dana Maria (Oprea) CONSTANTIN, Iuliana ZAHARIA",True,Scientific Papers Series : Management,Local Climatological Data,dataset-659
Climatological Aspects of Aerosol Physical Characteristics in Tunisia Deduced from Sun Photometric Measurements,http://dx.doi.org/10.1100/2012/585084,"Chaâbane, Mabrouk, Azri, Chafai, Medhioub, Khaled",True,The Scientific World Journal,Local Climatological Data,dataset-659
Climatic zonation and land suitability determination for saffron in Khorasan-Razavi province using data mining algorithms,http://saffron.torbath.ac.ir/article_46079_1cfb0066ef4fc292cb056c806efac679.pdf,"mehdi Bashiri, Ali Maroosi, Amir Salari, Mohammad Ghodoosi",True,Zirā̒at va Fanāvarī-i Za̒farān,Local Climatological Data,dataset-659
Physical-based time series model applied on water table depths dynamics characteristics simulation,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2318-03312018000100224,"Manzione,Rodrigo Lilla",True,,Local Climatological Data,dataset-659
"CORRELATION AMONG DAMAGES CAUSED BY YELLOW BEETLE, CLIMATOLOGICAL ELEMENTS AND PRODUCTION OF GUAVA ACCESSES GROWN IN ORGANIC SYSTEM",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452017000300402,"GALLI,JULIANA ALTAFIN, MICHELOTTO,MARCOS DONISETI, FISCHER,IVAN HERMAN, SOARES,MARIA BEATRIZ BERNARDES, MARTINS,ANTÔNIO LUCIO MELLO",True,Revista Brasileira de Fruticultura,Local Climatological Data,dataset-659
"Posible cambio climático debido a la explotación de agua subterránea en el Valle de Ojos Negros, Baja California",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-46112001000100002&lng=en&tlng=en,"Ponce, V. Miguel, García Cueto, O. Rafael, Ercan, Sezar",True,,Local Climatological Data,dataset-659
Quantifying climatological ranges and anomalies for Pacific coral reef ecosystems.,http://dx.doi.org/10.1371/journal.pone.0061974,"Gove, Jamison M., Williams, Gareth J., McManus, Margaret A., Heron, Scott F., Sandin, Stuart A., Vetter, Oliver J., Foley, David G.",True,PLoS ONE,Local Climatological Data,dataset-659
Improving the Real-time Marine Forecasting of the Northern South China Sea by Assimilation of Glider-observed T/S Profiles,http://europepmc.org/articles/PMC6882807,"Peng, Shiqiu, Zhu, Yuhang, Li, Zhijin, Li, Yineng, Xie, Qiang, Liu, Shijie, Luo, Yeteng, Tian, Yu, Yu, Jiancheng",True,Scientific Reports,Local Climatological Data,dataset-659
Replacing mechanical thermometers with electronic thermometers in a Mediterranean test station and its impact on climatology,http://eprints.uniss.it/10568/,"Delitala, Alessandro Mario Sergio",True,,Local Climatological Data,dataset-659
CONSIDERATIONS ON THE HAIL REGIME IN MOLDAVIA BETWEEN THE SIRET AND PRUT RIVERS,http://aerapa.conference.ubbcluj.ro/2011/PDF/Apostol_Machidon.pdf,"L. APOSTOL, O. MACHIDON",True,Aerul şi Apa: Componente ale Mediului,Local Climatological Data,dataset-659
"Maximizing ozone signals among chemical, meteorological, and climatological variability",https://doaj.org/toc/1680-7324,"Tilmes, Simone, Emmons, Louisa, Garcia-Menendez, Fernando, Brown-Steiner, Benjamin E, Selin, Noelle E, Prinn, Ronald G, Monier, Erwan",True,Atmospheric Chemistry and Physics,Local Climatological Data,dataset-659
Improving the Real-time Marine Forecasting of the Northern South China Sea by Assimilation of Glider-observed T/S Profiles,http://link.springer.com/article/10.1038/s41598-019-54241-8,"Shiqiu Peng, Yuhang Zhu, Zhijin Li, Yineng Li, Qiang Xie, Shijie Liu, Yeteng Luo, Yu Tian, Jiancheng Yu",True,Scientific Reports,Local Climatological Data,dataset-659
"A climatological analysis of high-precipitation events in Dronning Maud Land, Antarctica, and associated large-scale atmospheric conditions",http://boris.unibe.ch/60014/,"Welker, Christoph, Martius, Olivia, Froidevaux, Paul, Reijmer, Carleen H., Fischer, Hubertus",True,,Local Climatological Data,dataset-659
"Local-climatological Study on the Heat Island Phenomena and its Factors in Ôme City,Tokyo",http://hdl.handle.net/10114/10977,"KANO, Masanori, Sato, Norihito",True,Japanese progress in climatology = Japanese progress in climatology,Local Climatological Data,dataset-659
A climatological study of polar stratospheric clouds (1989–1997) from LIDAR measurements over Dumont d'Urville (Antarctica),http://www.tellusb.net/index.php/tellusb/article/view/16598,"Santacesaria, Vincenzo, Mackenzie, A. Robert, Stefanutti, Leopoldo",True,Tellus B,Local Climatological Data,dataset-659
Fire-Risk Assessment in Northern Greece Using a Modified Fosberg Fire-Weather Index That Includes Forest Coverage,http://dx.doi.org/10.1155/2016/8108691,"Kambezidis, Harry D., Kalliampakos, George K.",True,International Journal of Atmospheric Sciences,Local Climatological Data,dataset-659
The Wind Regime in the Crişul Negru Hydrographic Basin,http://www.degruyter.com/view/j/pesd.2014.8.issue-2/pesd-2014-0024/pesd-2014-0024.xml?format=INT,Viorel Galiş,True,Present Environment and Sustainable Development,Local Climatological Data,dataset-659
Prediction of local wind climatology from Met Office models: Virtual Met Mast techniques,http://centaur.reading.ac.uk/66218/1/New%20techniques%20for%20predicting%20local%20wind%20climatology%20-%20black%20and%20white%20revisedsubmit.pdf,"Standen, Jessica, Wilson, Clive, Vosper, Simon, Clark, Peter",True,,Local Climatological Data,dataset-659
Calibration and validation of a one-dimensional complex marine biogeochemical flux model in different areas of the northern Adriatic shelf,https://hal.archives-ouvertes.fr/hal-00318826,"Vichi , M., Oddo , P., Zavatarelli , M., Coluccelli , A., Coppini , G., Celio , M., Fonda Umani , S., Pinardi , N.",True,,Local Climatological Data,dataset-659
IR-BASED SATELLITE PRODUCTS FOR THE MONITORING OF ATMOSPHERIC WATER VAPOR OVER THE BLACK SEA,http://aerapa.conference.ubbcluj.ro/2016/pdf/41_Velea_320_327.pdf,"VELEA LILIANA, BOJARIU ROXANA",True,Aerul şi Apa: Componente ale Mediului,Local Climatological Data,dataset-659
"Impact of New Laboratory Studies of N2O5 Hydrolysis on Global Model Budgets of Tropospheric Nitrogen Oxides, Ozone, and OH",http://nrs.harvard.edu/urn-3:HUL.InstRepos:3988779,"Evans, M. J., Jacob, Daniel J.",True,,Local Climatological Data,dataset-659
The Influence of Madden–Julian Oscillation on Local-Scale Phenomena over Indonesia during the Western North Pacific and Australian Monsoon Phases,http://journals.ums.ac.id/index.php/fg/article/view/6226,"Ida Pramuwardani, Hartono Hartono, Sunarto Sunarto, Ardhasena Sopaheluwakan",True,Forum Geografi,Local Climatological Data,dataset-659
"Evidence of the North Atlantic Oscillation in varve composition and diatom assemblages from recent, annually laminated sediments of Lake Belau, northern Germany",http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:246894,"J. Zahrer, S. Dreibrodt, Achim Brauer",True,,Local Climatological Data,dataset-659
A probabilistic gridded product for daily precipitation extremes over the United States,http://www.escholarship.org/uc/item/9x17g0pj,"Risser, Mark D, Paciorek, Christopher J, Wehner, Michael F, O’Brien, Travis A, Collins, William D",True,,Local Climatological Data,dataset-659
Potential of Wind and Solar Electricity Generation in Bangladesh,http://dx.doi.org/10.5402/2012/401761,"Nandi, Sanjoy Kumar, Hoque, Mohammad Nasirul, Ghosh, Himangshu Ranjan, Roy, Swapan Kumar",True,ISRN Renewable Energy,Local Climatological Data,dataset-659
Performance of Greenhouses in The Arabian Gulf,http://hdl.handle.net/10576/7985,"Hassab, M.A., Tag, I.A.",True,,Local Climatological Data,dataset-659
A climatological morphology of ionospheric disturbances at high and polar latitudes,http://www.annalsofgeophysics.eu/index.php/annals/article/view/6696,"Dimitris N. Fotiadis, Sotiria D. Matta, Stamatis S. Kouris",True,Annals of Geophysics,Local Climatological Data,dataset-659
Potential impact of sea surface temperature on rainfall over the western Philippines,http://link.springer.com/article/10.1186/s40645-017-0137-6,"Julie Mae B. Dado, Hiroshi G. Takahashi",True,Progress in Earth and Planetary Science,Local Climatological Data,dataset-659
