title,journal,url,authors,open,search_term,dataset_id
"Reanalysis-driven climate simulation over CORDEX North America domain using the Canadian Regional Climate Model, version 5: model performance evaluation",Climate Dynamics,http://dx.doi.org/10.1007/s00382-013-1778-9,"Martynov, Andrey, Laprise, R., Sushama, L., Winger, K., Šeparović, L., Dugas, B.",True,North American Regional Reanalysis,dataset-664
Investigating a solar influence on cloud cover using the North American Regional Reanalysis data,Journal of Space Weather and Space Climate,http://dx.doi.org/10.1051/swsc/2015012,Krahenbuhl Daniel Scott,True,North American Regional Reanalysis,dataset-664
Interannual Variability of Northern Hemisphere Storm Tracks in Coarse-Gridded Datasets,Advances in Meteorology,https://doaj.org/toc/1687-9309,"Timothy Paul Eichler, Jon Gottschalck",True,North American Regional Reanalysis,dataset-664
A quantitative method to decompose SWE differences between regional climate models and reanalysis datasets.,,https://escholarship.org/uc/item/7jf3k9kq,"Xu, Yun, Jones, Andrew, Rhoades, Alan",True,North American Regional Reanalysis,dataset-664
A quantitative method to decompose SWE differences between regional climate models and reanalysis datasets,Scientific Reports,http://europepmc.org/articles/PMC6848092,"Xu, Yun, Jones, Andrew, Rhoades, Alan",True,North American Regional Reanalysis,dataset-664
Seasonal forecasts of North Atlantic tropical cyclone activity in the North American Multi-Model Ensemble,,http://centaur.reading.ac.uk/70252/1/NMME_TCs_REV1%20%281%29.pdf,"Manganello, J. V., Cash, B. A., Hodges, Kevin I., Kinter III, J. L.",True,North American Regional Reanalysis,dataset-664
The effect of climate forcing on numerical simulations of the Cordilleran ice sheet at the Last Glacial Maximum,,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:423926,"J. Seguinot, C. Khroulev, I. Rogozhina, A. P. Stroeven, Q. Zhang",True,North American Regional Reanalysis,dataset-664
"Tropical Cyclone Activity Downscaled from NOAA-CIRES Reanalysis, 1908-1958",Journal of Advances in Modeling Earth Systems,http://james.agu.org/index.php/JAMES/article/view/v2n1,"Emanuel, Kerry Andrew",True,North American Regional Reanalysis,dataset-664
A quantitative method to decompose SWE differences between regional climate models and reanalysis datasets,Scientific Reports,http://link.springer.com/article/10.1038/s41598-019-52880-5,"Yun Xu, Andrew Jones, Alan Rhoades",True,North American Regional Reanalysis,dataset-664
Energy Budget on Various Land Use Areas Using Reanalysis Data in Florida,Advances in Meteorology,https://doaj.org/toc/1687-9309,"Chi-Han Cheng, Fidelia Nnadi, Yuei-An Liou",True,North American Regional Reanalysis,dataset-664
The relationship between northern hemisphere winter blocking and tropical modes of variability,,http://oceanrep.geomar.de/39883/,"Gollan, Gereon, Greatbatch, Richard John",True,North American Regional Reanalysis,dataset-664
"Simulation of snow water equivalent (SWE) using thermodynamic snow models in Quebec, Canada",,https://hal-insu.archives-ouvertes.fr/insu-00421226,"Langlois, A., Kohn, J., Royer, A., Cliche, P., Brucker, Ludovic, Picard, Ghislain, Fily, Michel, Derksen, C., Willemet, J.M.",True,North American Regional Reanalysis,dataset-664
The impact of spring subsurface soil temperature anomaly in the Western U.S. on North American summer precipitation: A case study using regional climate model downscaling,,http://hdl.handle.net/10945/36132,"Xue, Yongkang, Vasic, Ratko, Janjic, Zavisa, Liu, Y.M., Chu, Peter C.",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Hybrid climate datasets from a climate data evaluation system and their impacts on hydrologic simulations for the Athabasca River basin in Canada,Hydrology and Earth System Sciences,https://www.hydrol-earth-syst-sci.net/23/5151/2019/hess-23-5151-2019.pdf,"H.-I. Eum, A. Gupta, A. Gupta",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
Pacific cyclonic and anticyclonic transients in a global warming context: possible consequences for Western North American daily precipitation and temperature extremes,,https://hal.archives-ouvertes.fr/hal-00322454,"Favre , Alice, Gershunov , Alexander",True,North American Regional Reanalysis,dataset-664
