dataset,doi,journal,search_term,title,url
dataset-178,10.1080/01626620.2019.1656116,Action in Teacher Education,Unemployment Insurance wage data,Teacher Preparation Pathways: Differences in Program Selection and Teacher Retention,https://doi.org/10.1080/01626620.2019.1656116
dataset-178,10.1080/00221546.2019.1653122,The Journal of Higher Education,Unemployment Insurance wage data,The Value of an Incomplete Degree: Heterogeneity in the Labor Market Benefits of College Non-Completion,https://doi.org/10.1080/00221546.2019.1653122
dataset-178,10.1080/00221546.2018.1486656,The Journal of Higher Education,Unemployment Insurance wage data,The Labor Market Returns to a Community College Education for Noncompleting Students,https://doi.org/10.1080/00221546.2018.1486656
dataset-178,10.1016/j.econedurev.2018.12.006,Economics of Education Review,Unemployment Insurance wage data,Better Outcomes Without Increased Costs? Effects of Georgia’s University System Consolidations,https://doi.org/10.1016/j.econedurev.2018.12.006
dataset-178,10.1177/1091142116629204,Public Finance Review,Unemployment Insurance wage data,EITC Use in Shared Placement Cases,https://doi.org/10.1177/1091142116629204
dataset-178,10.1016/j.econedurev.2018.01.004,Economics of Education Review,Unemployment Insurance wage data,"The effects of computers and acquired skills on earnings, employment and college enrollment: Evidence from a field experiment and California UI earnings records",https://doi.org/10.1016/j.econedurev.2018.01.004
dataset-178,10.1177/0002716217741257,The Annals of the American Academy of Political and Social Science,Unemployment Insurance wage data,Barriers to Accessing State Data and Approaches to Addressing Them,https://doi.org/10.1177/0002716217741257
dataset-178,10.2139/ssrn.3102691,SSRN Electronic Journal,Unemployment Insurance wage data,"The Effects of Computers and Acquired Skills on Earnings, Employment and College Enrollment: Evidence from a Field Experiment and California UI Earnings Records",https://doi.org/10.2139/ssrn.3102691
dataset-178,10.1177/0193841x17689971,Evaluation Review,Unemployment Insurance wage data,A Randomized Controlled Trial of Family Finding,https://doi.org/10.1177/0193841x17689971
dataset-178,10.1002/pam.21983,Journal of Policy Analysis and Management,Unemployment Insurance wage data,Presidential Address: Making Federal Social Programs Work,https://doi.org/10.1002/pam.21983
dataset-178,10.1080/13636820.2016.1238837,Journal of Vocational Education and Training,Unemployment Insurance wage data,Do stackable credentials reinforce stratification or promote upward mobility? An analysis of health professions pathways reform in a community college consortium,https://doi.org/10.1080/13636820.2016.1238837
dataset-178,10.1016/j.childyouth.2016.09.032,Children and Youth Services Review,Unemployment Insurance wage data,Employment outcomes of young parents who age out of foster care,https://doi.org/10.1016/j.childyouth.2016.09.032
dataset-178,10.1002/ir.20172,New Directions for Institutional Research,Unemployment Insurance wage data,Using State Workforce Data to Examine Postgraduation Outcomes,https://doi.org/10.1002/ir.20172
dataset-178,10.1542/peds.2014-2832,Pediatrics,Unemployment Insurance wage data,Home Foreclosure and Child Protective Services Involvement,https://doi.org/10.1542/peds.2014-2832
dataset-178,10.1177/0091552115576565,Community College Review,Unemployment Insurance wage data,Institutional Determinants of Labor Market Outcomes for Community College Students in North Carolina,https://doi.org/10.1177/0091552115576565
dataset-178,10.1016/j.econedurev.2014.10.009,Economics of Education Review,Unemployment Insurance wage data,The medium-term labor market returns to community college awards: Evidence from North Carolina,https://doi.org/10.1016/j.econedurev.2014.10.009
dataset-178,10.1016/j.childyouth.2014.08.017,Children and Youth Services Review,Unemployment Insurance wage data,Context matters: Experimental evaluation of home-based tutoring for youth in foster care,https://doi.org/10.1016/j.childyouth.2014.08.017
dataset-178,10.4324/9780203743492,,Unemployment Insurance wage data,"Residential Interventions for Children, Adolescents, and Families",https://doi.org/10.4324/9780203743492
dataset-178,10.1111/psj.12050,"{'id': 'jour.1025472', 'title': 'Policy Studies Journal'}",Unemployment Insurance wage data,Empirical Innovations in Policy Analysis,https://doi.org/10.1111/psj.12050
dataset-178,10.1002/hec.2913,"{'id': 'jour.1103841', 'title': 'Health Economics'}",Unemployment Insurance wage data,CHILD PROTECTION AND ADULT DEPRESSION: EVALUATING THE LONG‐TERM CONSEQUENCES OF EVACUATING CHILDREN TO FOSTER CARE DURING WORLD WAR II,https://doi.org/10.1002/hec.2913
