title,journal,url,authors,open,search_term,dataset_id
A Radar Radial Velocity Dealiasing Algorithm for Radar Data Assimilation and its Evaluation with Observations from Multiple Radar Networks,Remote Sensing,https://www.mdpi.com/2072-4292/11/20/2457,"Guangxin He, Juanzhen Sun, Zhuming Ying, Lejian Zhang",True,Next Generation Weather Radar,dataset-612
Sensors and Systems to Enhance Aviation Safety Against Weather Hazards,,http://eprints.iisc.ernet.in/3968/,"Mahapatra, Pravas R, Zrnic, Dusan S",True,Next Generation Weather Radar,dataset-612
A SIMULATED REAL-TIME SEVERE WEATHER NOWCASTING,The International Archives of the Photogrammetry,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XXXVIII-6-W27/41/2011/isprsarchives-XXXVIII-6-W27-41-2011.pdf,"C.-Y. Liu, S. A. Ackerman",True,Next Generation Weather Radar,dataset-612
The WSR-88D and the WSR-88D operational support facility,,https://zenodo.org/record/1234705,"Crum, Timothy D., Alberty, Ron L.",True,Next Generation Weather Radar,dataset-612
Dual‐polarization radar products for biological applications,Ecosphere,https://doi.org/10.1002/ecs2.1539,"Phillip M. Stepanian, Kyle G. Horton, Valery M. Melnikov, Dušan S. Zrnić, Sidney A. Gauthreaux Jr.",True,Next Generation Weather Radar,dataset-612
The next generation airborne polarimetric Doppler weather radar,Geoscientific Instrumentation,http://www.geosci-instrum-method-data-syst.net/3/111/2014/gi-3-111-2014.pdf,"J. Vivekanandan, W.-C. Lee, E. Loew, J. L. Salazar, V. Grubišić, J. Moore, P. Tsai",True,Next Generation Weather Radar,dataset-612
Airborne polarimetric Doppler weather radar: trade-offs between various engineering specifications,,https://www.geosci-instrum-method-data-syst.net/7/21/2018/gi-7-21-2018.pdf,"J. Vivekanandan, E. Loew",True,Next Generation Weather Radar,dataset-612
Vertical air motion retrievals in deep convective clouds using the ARM scanning radar network in Oklahoma during MC3E,Atmospheric Measurement Techniques,https://www.atmos-meas-tech.net/10/2785/2017/amt-10-2785-2017.pdf,"K. W. North, M. Oue, P. Kollias, P. Kollias, S. E. Giangrande, S. M. Collis, C. K. Potvin, C. K. Potvin",True,Next Generation Weather Radar,dataset-612
Quantifying errors due to frequency changes and target location uncertainty for radar refractivity retrievals,,http://centaur.reading.ac.uk/36317/1/JTECH-D-12-00118.pdf,"Nicol, J. C., Illingworth, A. J., Darlington, T., Kitchen, M.",True,Next Generation Weather Radar,dataset-612
Modern radar techniques and the hazard of meteoroids to space platforms,Annals of Geophysics,http://www.annalsofgeophysics.eu/index.php/annals/article/view/3819,G. Cevolani,True,Next Generation Weather Radar,dataset-612
URBAN MODELLING PERFORMANCE OF NEXT GENERATION SAR MISSIONS,The International Archives of the Photogrammetry,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-2-W7/641/2017/isprs-archives-XLII-2-W7-641-2017.pdf,"Sefercik, U. G., Yastikli, N., Atalay, C.",True,Next Generation Weather Radar,dataset-612
"Radar based rainfall nowcasting and its characteristic prediction based on spatially correlated random field, normalized duration line and Kalman filter algorithm",MATEC Web of Conferences,https://doaj.org/toc/2261-236X,"He Ting, Zhang Chao, Zhang Yi",True,Next Generation Weather Radar,dataset-612
Detection of flooded urban areas in high resolution Synthetic Aperture Radar images using double scattering,International Journal of Applied Earth Observation and Geoinformation,http://centaur.reading.ac.uk/35451/1/1-s2.0-S0303243413001700-main.pdf,"Mason, D.C., Giustarini, L., Garcia-Pintado, J., Cloke, H.L.",True,Next Generation Weather Radar,dataset-612
“Big Data Assimilation” Toward Post-Petascale Severe Weather Prediction: An Overview and Progress,,http://hdl.handle.net/11336/60304,"Miyoshi, Takemasa, Lien, Guo-Yuan, Satoh, Shinsuke, Ushio, Tomoo, Bessho, Kotaro, Tomita, Hirofumi, Nishizawa, Seiya, Yoshida, Ryuji, Adachi, Sachiho A., Liao, Jianwei, Gerofi, Balazs, Ishikawa, Yutaka, Kunii, Masaru, Ruiz, Juan Jose, Maejima, Yasumitsu, Otsuka, Shigenori, Otsuka, Michiko, Okamoto, Kozo, Seko, Hiromu",True,Next Generation Weather Radar,dataset-612
Potential of high-resolution detection and retrieval of precipitation fields from X-band spaceborne synthetic aperture radar over land,Hydrology and Earth System Sciences,http://www.hydrol-earth-syst-sci.net/15/859/2011/hess-15-859-2011.pdf,"F. S. Marzano, S. Mori, M. Chini, L. Pulvirenti, N. Pierdicca, M. Montopoli, J. A. Weinman",True,Next Generation Weather Radar,dataset-612
Seasonal Change in Wetland Coherence as an Aid to Wetland Monitoring,Remote Sensing,http://www.mdpi.com/2072-4292/9/2/158,"Brian Brisco, Frank Ahern, Kevin Murnaghan, Lori White, Francis Canisus, Philip Lancaster",True,Next Generation Weather Radar,dataset-612
Wet scavenging of soluble gases in DC3 deep convective storms using WRF-Chem simulations and aircraft observations,,https://authors.library.caltech.edu/69109/,"Bela, Megan M., Barth, Mary C., Toon, Owen B., Fried, Alan, Homeyer, Cameron R., Morrison, Hugh, Cummings, Kristin A., Li, Yunyao, Pickering, Kenneth E., Allen, Dale J., Yang, Qing, Wennberg, Paul O., Crounse, John D., St. Clair, Jason M., Teng, Alex P., O'Sullivan, Daniel, Huey, L. Gregory, Chen, Dexian, Liu, Xiaoxi, Blake, Donald R., Blake, Nicola J., Apel, Eric C., Hornbrook, Rebecca S., Flocke, Frank, Campos, Teresa, Diskin, Glenn",True,Next Generation Weather Radar,dataset-612
Land-surface controls on afternoon precipitation diagnosed from observatorial data: uncertainties and confounding factors,,http://library.wur.nl/WebQuery/wurpubs/483788,"Guillod, B.P., Orlowsky, B., Miralles, D., Teuling, A.J., Blanken, P.D., Buchmann, N.",True,Next Generation Weather Radar,dataset-612
Doppler W-band polarization diversity space-borne radar simulator for wind studies,,https://doaj.org/toc/1867-8548,"A. Battaglia, A. Battaglia, R. Dhillon, A. Illingworth",True,Next Generation Weather Radar,dataset-612
One decade of imaging precipitation measurement by 2D-video-distrometer,Advances in Geosciences,https://hal.archives-ouvertes.fr/hal-00296982,"Schönhuber , M., Lammer , G., Randeu , W. L.",True,Next Generation Weather Radar,dataset-612
Land-surface controls on afternoon precipitation diagnosed from observational data: uncertainties and confounding factors,Atmospheric Chemistry and Physics,http://hdl.handle.net/20.500.11850/77638,"Guillod, Benoit; id_orcid0000-0003-1807-6997, Orlowsky, Boris, Miralles, Diego, Teuling, Adriaan J., Blanken, Peter D., Buchmann, Nina; id_orcid0000-0003-0826-2980, Ciais, Philippe, Ek, Michael, Findell, Kirsten L., Gentine, Pierre, Lintner, Benjamin R., Scott, Russell L., Van den Hurk, Bart, Seneviratne, Sonia I.; id_orcid0000-0001-9528-2917",True,Next Generation Weather Radar,dataset-612
