api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1111/agec.12497,Off‐farm work and technical efficiency on U.S. dairies,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Off%E2%80%90farm%20work%20and%20technical%20efficiency%20on%20U.S.%20dairies,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1111/cjag.12027,"Off‐Farm Work, Intensity of Government Payments, and Farm Exits: Evidence from a National Survey in the United States",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Off%E2%80%90Farm%20Work%2C%20Intensity%20of%20Government%20Payments%2C%20and%20Farm%20Exits%3A%20Evidence%20from%20a%20National%20Survey%20in%20the%20United%20States,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1093/ajae/aat004,Old Farmer Pension Program and Farm Succession: Evidence from a Population‐Based Survey of Farm Households in Taiwan,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Old%20Farmer%20Pension%20Program%20and%20Farm%20Succession%3A%20Evidence%20from%20a%20Population%E2%80%90Based%20Survey%20of%20Farm%20Households%20in%20Taiwan,Agricultural Resource Management Survey,dataset-870,,
openaire,,OLT COUNTY'S RURAL DEVELOPMENT THROUGH AGROTOURISM,http://managementjournal.usamv.ro/pdf/vol3_4/Art45.pdf,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1016/j.csda.2017.10.001,On nonparametric estimation of the latent distribution for ordinal data,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=On%20nonparametric%20estimation%20of%20the%20latent%20distribution%20for%20ordinal%20data,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.291945,On the Doorstep of the Information Age: Recent Adoption of Precision Agriculture,http://dx.doi.org/10.22004/ag.econ.291945,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.13128/bae-19162,Once part-timer always part-timer? Causes for persistence in off farm work state of farmers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Once%20part-timer%20always%20part-timer%3F%20Causes%20for%20persistence%20in%20off%20farm%20work%20state%20of%20farmers,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.3389/fclim.2019.00002,Opportunities for Carbon Dioxide Removal Within the United States Department of Agriculture,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Opportunities%20for%20Carbon%20Dioxide%20Removal%20Within%20the%20United%20States%20Department%20of%20Agriculture,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1093/ajae/aau055,Optimal Sequential Plantings of Corn and Soybeans Under Price Uncertainty,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Optimal%20Sequential%20Plantings%20of%20Corn%20and%20Soybeans%20Under%20Price%20Uncertainty,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1016/j.ijpe.2019.06.011,Optimal strategies for a three-level contract-farming supply chain with subsidy,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Optimal%20strategies%20for%20a%20three-level%20contract-farming%20supply%20chain%20with%20subsidy,Agricultural Resource Management Survey,dataset-870,,
