title,journal,url,authors,open,search_term,dataset_id
Assessing Stewardship Maturity of the Global Historical Climatology Network-Monthly (GHCN-M) Dataset: Use Case Study and Lessons Learned,D-Lib Magazine,http://dx.doi.org/10.6084/m9.figshare.1211954.v23,"Peng, Ge, Lawrimore, Jay, Toner, Valerie, Lief, Christina, Baldwin, Richard, Ritchey, Nancy, Brinegar, Danny, Del Greco, Stephen A.",True,Global Historical Climatology Network,dataset-638
"Participación de américa latina y del caribe en los registros globales climatológicos, ghcn",,http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000900005&lng=en&tlng=en,"Giddings, Lorrain, Soto, Margarita",True,Global Historical Climatology Network,dataset-638
An Ensemble Mean and Evaluation of Third Generation Global Climate Reanalysis Models,Atmosphere,https://doaj.org/toc/2073-4433,"Auger, Jeffrey D., Birkel, Sean D., Maasch, Kirk A., Mayewski, Paul A., Schuenemann, Keah C.",True,Global Historical Climatology Network,dataset-638
"Past, present, and future climate at select INDEPTH member Health and Demographic Surveillance Systems in Africa and Asia",Global Health Action,http://europepmc.org/articles/PMC3508753,"Hondula, David M., Rocklöv, Joacim, Sankoh, Osman A.",True,Global Historical Climatology Network,dataset-638
Downscaling and projection of summer rainfall in Eastern China using a nonhomogeneous hidden Markov model,,https://hal.sorbonne-universite.fr/hal-02016597,"Guo, Lianyi, Jiang, Zhihong, Ding, Mei, Chen, Weilin, Li, Laurent",True,Global Historical Climatology Network,dataset-638
Attributable Human-Induced Changes in the Likelihood and Magnitude of the Observed Extreme Precipitation during Hurricane Harvey,,http://www.escholarship.org/uc/item/0k28z28b,"Risser, MD, Wehner, MF",True,Global Historical Climatology Network,dataset-638
MSWEP V2 global 3-hourly 0.1° precipitation: methodology and quantitative assessment,Bulletin of the American Meteorological Society,http://dx.doi.org/10.1175/bams-d-17-0138.1,"Beck, Hylke E, Wood, Eric F, Pan, Ming, Fisher, Colby K, Gonzalez Miralles, Diego, van Dijk, Albert IJM, McVicar, Tim R, Adler, Robert F",True,Global Historical Climatology Network,dataset-638
"Assessment of gridded precipitation and air temperature products for the state of Acre, southwestern Amazonia, Brazil",,http://dx.doi.org/10.1007/s12665-017-6467-2,"Tostes, J. O., Lyra, G. B., Oliveira- Júnior, J. F., Francelino, M. R.",True,Global Historical Climatology Network,dataset-638
"Assessment of gridded precipitation and air temperature products for the state of Acre, southwestern Amazonia, Brazil",,http://dx.doi.org/10.1007/s12665-017-6467-2,"Tostes, J. O., Lyra, G. B., Oliveira- Júnior, J. F., Francelino, M. R.",True,Global Historical Climatology Network,dataset-638
Relation between Short-Term and Long-Term Variations of Precipitation,Climate,https://www.mdpi.com/2225-1154/5/4/96,"Hocke, Klemens",True,Global Historical Climatology Network,dataset-638
Climatologies at high resolution for the earth’s land surface areas,,http://resolver.sub.uni-goettingen.de/purl?gs-1/16805,"Karger, Dirk Nikolaus, Conrad, Olaf, Böhner, Jürgen, Kawohl, Tobias, Kreft, Holger, Soria-Auza, Rodrigo Wilber, Zimmermann, Niklaus E., Linder, H. Peter, Kessler, Michael",True,Global Historical Climatology Network,dataset-638
Global plant hardiness zones for phytosanitary risk analysis Zonas globais de resistência às plantas para análise de risco fitossanitário,Scientia Agricola,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162008000700009,"Magarey, Roger D., Borchert, Daniel M., Schlegel, Jay W.",True,Global Historical Climatology Network,dataset-638
