api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1016/j.respol.2017.12.006,“A tie is a tie? Gender and network positioning in life science inventor collaboration”,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=%E2%80%9CA%20tie%20is%20a%20tie%3F%20Gender%20and%20network%20positioning%20in%20life%20science%20inventor%20collaboration%E2%80%9D,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1007/s11187-017-9848-8,"“Misfits,” “stars,” and immigrant entrepreneurship",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=%E2%80%9CMisfits%2C%E2%80%9D%20%E2%80%9Cstars%2C%E2%80%9D%20and%20immigrant%20entrepreneurship,Donna Ginther Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1037/0003-066x.61.8.735,2006 Award Winners,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=2006%20Award%20Winners,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1097/01.ccm.0000408627.24229.88,952: TRAVELER'S DIARRHEA... AND THEN SOME!,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=952%3A%20TRAVELER%27S%20DIARRHEA...%20AND%20THEN%20SOME%21,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1177/0162243988013001-212,Abstracts,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Abstracts,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1002/pds.4864,Abstracts,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Abstracts,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1177/0162243988013001-212,Abstracts,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Abstracts,Sharon Levin Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1592/phco.30.10.1086,Abstracts and Index of Authors,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Abstracts%20and%20Index%20of%20Authors,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1097/psy.0000000000000343,"Abstracts of the 74th Annual Meeting of the American Psychosomatic Society, March 9–12, 2015. Denver, Colorado, USA.",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Abstracts%20of%20the%2074th%20Annual%20Meeting%20of%20the%20American%20Psychosomatic%20Society%2C%20March%209%E2%80%9312%2C%202015.%20Denver%2C%20Colorado%2C%20USA.,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1093/ofid/ofz454,Addendum,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Addendum,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1007/bf00992202,Age and research productivity of academic scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Age%20and%20research%20productivity%20of%20academic%20scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.2139/ssrn.2109278,An ‘Elite Brain Drain’: Are Foreign Top PhDs More Likely to Stay in the U.S.?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=An%20%E2%80%98Elite%20Brain%20Drain%E2%80%99%3A%20Are%20Foreign%20Top%20PhDs%20More%20Likely%20to%20Stay%20in%20the%20U.S.%3F,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1016/j.respol.2018.02.011,An advisor like me? Advisor gender and post-graduate careers in science,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=An%20advisor%20like%20me%3F%20Advisor%20gender%20and%20post-graduate%20careers%20in%20science,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.3102/0013189x10394793,Annual Report,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Annual%20Report,Paula Stephan Survey of Earned Doctorates,dataset-370,,
dimensions,10.3102/0013189x11432551,Annual Report,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Annual%20Report,NSF Survey of Earned Doctorates,dataset-370,,
dimensions,10.1371/journal.pone.0082759,Are Graduate Students Rational? Evidence from the Market for Biomedical Scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Are%20Graduate%20Students%20Rational%3F%20Evidence%20from%20the%20Market%20for%20Biomedical%20Scientists,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.3389/fpsyg.2015.01144,Are recent cohorts of women with engineering bachelors less likely to stay in engineering?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Are%20recent%20cohorts%20of%20women%20with%20engineering%20bachelors%20less%20likely%20to%20stay%20in%20engineering%3F,Donna Ginther Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1096/fj.15-280552,Biomedical science postdocs: an end to the era of expansion,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Biomedical%20science%20postdocs%3A%20an%20end%20to%20the%20era%20of%20expansion,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.1186/1472-6920-10-80,Careers of an elite cohort of U.S. basic life science postdoctoral fellows and the influence of their mentor's citation record,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Careers%20of%20an%20elite%20cohort%20of%20U.S.%20basic%20life%20science%20postdoctoral%20fellows%20and%20the%20influence%20of%20their%20mentor%27s%20citation%20record,Paula Stephan Survey of Doctorate Recipients,dataset-371,,
dimensions,10.3390/socsci7020023,"Chilly Climates, Balancing Acts, and Shifting Pathways: What Happens to Women in STEM Doctoral Programs",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Chilly%20Climates%2C%20Balancing%20Acts%2C%20and%20Shifting%20Pathways%3A%20What%20Happens%20to%20Women%20in%20STEM%20Doctoral%20Programs,Lisa Frehill Survey of Doctorate Recipients,dataset-371,,
