api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.12688/f1000research.12538.1,The unhappy postdoc: a survey based study,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20unhappy%20postdoc%3A%20a%20survey%20based%20study,NSF Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.12688/f1000research.12538.2,The unhappy postdoc: a survey based study,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20unhappy%20postdoc%3A%20a%20survey%20based%20study,Survey of Earned Doctorates NSF,"dataset-370, dataset-371",,
dimensions,10.12688/f1000research.12538.1,The unhappy postdoc: a survey based study,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20unhappy%20postdoc%3A%20a%20survey%20based%20study,Survey of Earned Doctorates NSF,"dataset-370, dataset-371",,
dimensions,10.1029/eo071i043p01165,Well‐being and excellence in the Earth sciences,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Well%E2%80%90being%20and%20excellence%20in%20the%20Earth%20sciences,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1016/j.econlet.2014.07.014,Who comes back and when? Return migration decisions of academic scientists,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Who%20comes%20back%20and%20when%3F%20Return%20migration%20decisions%20of%20academic%20scientists,Paula Stephan Survey of Earned Doctorates,"dataset-370, dataset-371",,
dimensions,10.1615/jwomenminorscieneng.v11.i4.30,WOMEN AND UNDERREPRESENTED MINORITIES IN THE IT WORKFORCE,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=WOMEN%20AND%20UNDERREPRESENTED%20MINORITIES%20IN%20THE%20IT%20WORKFORCE,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
openaire,10.1257/0895330042162386,Women in Economics: Moving Up or Falling Off the Academic Career Ladder?,http://www.aeaweb.org/articles.php?doi=10.1257/0895330042162386,Doctorates Donna Ginther,"dataset-370, dataset-371",,
dimensions,10.1038/scientificamericanmind0115-62,Women in Science: The Path to Progress,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Women%20in%20Science%3A%20The%20Path%20to%20Progress,Donna Ginther Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1007/s12114-007-9002-y,WOULD INCREASED NATIONAL SCIENCE FOUNDATION RESEARCH SUPPORT TO ECONOMISTS AT HISTORICALLY BLACK COLLEGE AND UNIVERSITIES INCREASE THEIR RESEARCH PRODUCTIVITY?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=WOULD%20INCREASED%20NATIONAL%20SCIENCE%20FOUNDATION%20RESEARCH%20SUPPORT%20TO%20ECONOMISTS%20AT%20HISTORICALLY%20BLACK%20COLLEGE%20AND%20UNIVERSITIES%20INCREASE%20THEIR%20RESEARCH%20PRODUCTIVITY%3F,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.5194/isprs-archives-xli-a-1-2018,"XXIII ISPRS Congress, Proceedings and Results – Volume XLI, Part A, 2016",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=XXIII%20ISPRS%20Congress%2C%20Proceedings%20and%20Results%20%E2%80%93%20Volume%20XLI%2C%20Part%20A%2C%202016,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
