dataset,doi,journal,search_term,title
dataset-220,10.1111/biom.12952,Biometrics,Illinois Unemployment Insurance,Instrumental variable estimation in semi‐parametric additive hazards models
dataset-220,10.1002/pam.22104,Journal of Policy Analysis and Management,Illinois Unemployment Insurance,Housing Voucher Take‐Up and Labor Market Impacts
dataset-220,10.1016/j.jpubeco.2018.07.003,Journal of Public Economics,Illinois Unemployment Insurance,Assessing the effects of reemployment bonuses on job search: A regression discontinuity approach
dataset-220,10.1016/bs.hefe.2016.10.001,,Illinois Unemployment Insurance,Chapter 8 Social Experiments in the Labor Market
dataset-220,10.1177/0891242412465109,"{'id': 'jour.1138922', 'title': 'Economic Development Quarterly'}",Illinois Unemployment Insurance,How Major Local Taxes Affect Private Employment
dataset-220,10.2139/ssrn.1711192,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",Illinois Unemployment Insurance,Policies for Displaced Workers: An American Perspective
dataset-220,10.3998/mpub.186351,,Illinois Unemployment Insurance,"The Cult of Statistical Significance, How the Standard Error Costs Us Jobs, Justice, and Lives"
dataset-220,10.1016/j.ssresearch.2005.06.007,"{'id': 'jour.1015500', 'title': 'Social Science Research'}",Illinois Unemployment Insurance,"Neighborhood resources, racial segregation, and economic mobility: Results from the Gautreaux program"
dataset-220,10.1007/s11292-005-5126-x,"{'id': 'jour.1042357', 'title': 'Journal of Experimental Criminology'}",Illinois Unemployment Insurance,"Instrumental variables methods in experimental criminological research: what, why and how"
dataset-220,10.1201/9780203504796,,Illinois Unemployment Insurance,Investigations in the Workplace
dataset-220,10.1016/j.socec.2004.09.029,"{'id': 'jour.1027978', 'title': 'Journal of Behavioral and Experimental Economics'}",Illinois Unemployment Insurance,Why is the standard error of regression so low using historical data? Comments on “size matters”
dataset-220,10.1016/j.socec.2004.09.038,"{'id': 'jour.1027978', 'title': 'Journal of Behavioral and Experimental Economics'}",Illinois Unemployment Insurance,Significance redux
dataset-220,10.1162/1542476041423368,"{'id': 'jour.1033618', 'title': 'Journal of the European Economic Association'}",Illinois Unemployment Insurance,EVALUATING THE EMPLOYMENT IMPACT OF A MANDATORY JOB SEARCH PROGRAM
dataset-220,10.1002/jae.579,"{'id': 'jour.1048088', 'title': 'Journal of Applied Econometrics'}",Illinois Unemployment Insurance,Sequential testing of duration data: the case of the Pennsylvania ‘reemployment bonus’ experiment
dataset-220,10.1177/0160323x9803000302,"{'id': 'jour.1141483', 'title': 'State and Local Government Review'}",Illinois Unemployment Insurance,Building State and Local Government Analytic Capacity: Using Regional Economic Models for Analysis of Public Policy
dataset-220,10.1080/01900699708525267,"{'id': 'jour.1137528', 'title': 'International Journal of Public Administration'}",Illinois Unemployment Insurance,The performance of Illinois' unemployment insurance system over business cycles
dataset-220,10.1080/01900699708525258,"{'id': 'jour.1137528', 'title': 'International Journal of Public Administration'}",Illinois Unemployment Insurance,Introduction
dataset-220,10.2307/3325152,"{'id': 'jour.1093447', 'title': 'Journal of Policy Analysis and Management'}",Illinois Unemployment Insurance,Do bonus offers shorten unemployment insurance spells? results from the washington experiment
dataset-220,10.1177/0193841x9301700104,"{'id': 'jour.1091203', 'title': 'Evaluation Review'}",Illinois Unemployment Insurance,The Effects of Displacement On Measures of Reemployment Bonus Impacts
dataset-220,10.2307/3325511,"{'id': 'jour.1093447', 'title': 'Journal of Policy Analysis and Management'}",Illinois Unemployment Insurance,Applying for entitlements: Employers and the targeted jobs tax credit
