dataset,doi,journal,search_term,title,url
dataset-170,10.1525/9780520957466-004,,Quarterly Workforce Indicators,Abbreviations and Glossary,https://doi.org/10.1525/9780520957466-004
dataset-170,10.1525/9780520957466-006,,Quarterly Workforce Indicators,Chapter 2. Labor Market Impacts of San Francisco’s Minimum Wage,https://doi.org/10.1525/9780520957466-006
dataset-170,10.1525/9780520957466-007,,Quarterly Workforce Indicators,Chapter 3. Liftoff: Raising Wages at San Francisco Airport,https://doi.org/10.1525/9780520957466-007
dataset-170,10.1111/labr.12153,"{'id': 'jour.1284492', 'title': 'Labour'}",Quarterly Workforce Indicators,"Labor Reallocation, Employment, and Earnings: Vector Autoregression Evidence",https://doi.org/10.1111/labr.12153
dataset-170,10.1016/j.labeco.2019.101769,"{'id': 'jour.1041819', 'title': 'Labour Economics'}",Quarterly Workforce Indicators,No More Credit Score”: Employer Credit Check Bans and Signal Substitution,https://doi.org/10.1016/j.labeco.2019.101769
dataset-170,10.1002/soej.12353,"{'id': 'jour.1122027', 'title': 'Southern Economic Journal'}",Quarterly Workforce Indicators,How Do Local Labor Markets and Human Capital Affect Employment Outcomes after Job Loss?,https://doi.org/10.1002/soej.12353
dataset-170,10.1016/j.eneco.2019.104515,"{'id': 'jour.1137345', 'title': 'Energy Economics'}",Quarterly Workforce Indicators,Who benefits from local oil and gas employment? Labor market composition in the oil and gas industry in Texas and the rest of the United States,https://doi.org/10.1016/j.eneco.2019.104515
dataset-170,10.1016/j.jfineco.2019.01.003,"{'id': 'jour.1041730', 'title': 'Journal of Financial Economics'}",Quarterly Workforce Indicators,Patent Trolls and Startup Employment,https://doi.org/10.1016/j.jfineco.2019.01.003
dataset-170,10.1016/j.jue.2019.103192,"{'id': 'jour.1027412', 'title': 'Journal of Urban Economics'}",Quarterly Workforce Indicators,Labor Market Networks and Recovery from Mass Layoffs: Evidence from the Great Recession Period,https://doi.org/10.1016/j.jue.2019.103192
dataset-170,10.1111/sjoe.12354,"{'id': 'jour.1027419', 'title': 'Scandinavian Journal of Economics'}",Quarterly Workforce Indicators,"Financing of Firms, Labor Reallocation, and the Distributional Role of Monetary Policy",https://doi.org/10.1111/sjoe.12354
dataset-170,10.1111/geer.12184,"{'id': 'jour.1140796', 'title': 'German Economic Review'}",Quarterly Workforce Indicators,The Econometrics and Economics of the Employment Effects of Minimum Wages: Getting from Known Unknowns to Known Knowns,https://doi.org/10.1111/geer.12184
dataset-170,10.1016/j.eneco.2019.104489,"{'id': 'jour.1137345', 'title': 'Energy Economics'}",Quarterly Workforce Indicators,Who Really Benefits from a Resource Boom? Evidence from the Marcellus and Utica Shale Plays,https://doi.org/10.1016/j.eneco.2019.104489
dataset-170,10.1108/s0147-912120190000047009,,Quarterly Workforce Indicators,US Employment and Opioids: Is There a Connection? ☆ Abstract,https://doi.org/10.1108/s0147-912120190000047009
dataset-170,10.21105/joss.01462,"{'id': 'jour.1156086', 'title': 'The Journal of Open Source Software'}",Quarterly Workforce Indicators,tidyqwi: A Tidy Approach to Accessing The US Census Bureau's Quarterly Workforce Indicators,https://doi.org/10.21105/joss.01462
dataset-170,10.1111/obes.12273,"{'id': 'jour.1027377', 'title': 'Oxford Bulletin of Economics and Statistics'}",Quarterly Workforce Indicators,Who Creates Stable Jobs? Evidence from Brazil,https://doi.org/10.1111/obes.12273
dataset-170,10.1016/j.jedc.2018.09.013,"{'id': 'jour.1027784', 'title': 'Journal of Economic Dynamics and Control'}",Quarterly Workforce Indicators,Tax Uncertainty and Business Activity,https://doi.org/10.1016/j.jedc.2018.09.013
dataset-170,10.1111/jtsa.12468,"{'id': 'jour.1046085', 'title': 'Journal of Time Series Analysis'}",Quarterly Workforce Indicators,Spatio‐temporal models for big multinomial data using the conditional multivariate logit‐beta distribution,https://doi.org/10.1111/jtsa.12468
dataset-170,10.1111/jtsa.12467,"{'id': 'jour.1046085', 'title': 'Journal of Time Series Analysis'}",Quarterly Workforce Indicators,Recent Advances in Spatio‐Temporal Methodology,https://doi.org/10.1111/jtsa.12467
dataset-170,10.1080/07418825.2019.1602160,"{'id': 'jour.1041807', 'title': 'Justice Quarterly'}",Quarterly Workforce Indicators,Network Spillovers and Neighborhood Crime: A Computational Statistics Analysis of Employment-Based Networks of Neighborhoods,https://doi.org/10.1080/07418825.2019.1602160
dataset-170,10.1177/0019793918797624,"{'id': 'jour.1119883', 'title': 'ILR Review'}",Quarterly Workforce Indicators,The Consequences of Long-Term Unemployment: Evidence from Linked Survey and Administrative Data,https://doi.org/10.1177/0019793918797624
