dataset,doi,journal,search_term,title,url
dataset-303,10.1016/j.cities.2019.102448,Cities,Panel Study of Income Dynamics,"Co-dependent workplace, residence and commuting mode choice: Results of a multi-dimensional mixed logit model with panel effects",https://doi.org/10.1016/j.cities.2019.102448
dataset-303,10.1111/ecin.12837,Economic Inquiry,Panel Study of Income Dynamics,"BAN THE BOX, CONVICTIONS, AND PUBLIC EMPLOYMENT",https://doi.org/10.1111/ecin.12837
dataset-303,10.1016/j.physa.2019.122606,Physica A Statistical Mechanics and its Applications,Panel Study of Income Dynamics,Fusing non-conservative kinetic market models and evolutionary computing,https://doi.org/10.1016/j.physa.2019.122606
dataset-303,10.1007/978-3-030-26500-7,,Panel Study of Income Dynamics,"The Science of Generosity, Causes, Manifestations, and Consequences",https://doi.org/10.1007/978-3-030-26500-7
dataset-303,10.1016/b978-0-12-817340-4.00013-9,,Panel Study of Income Dynamics,Chapter 13 Influence of childhood experiences and present life circumstances on elderly wellbeing A hybrid multiple ordered probit model with analytical estimation approach,https://doi.org/10.1016/b978-0-12-817340-4.00013-9
dataset-303,10.1525/9780520958494-007,,Panel Study of Income Dynamics,6. The Community-Based Migrant Household Probability Sample Survey,https://doi.org/10.1525/9780520958494-007
dataset-303,10.7591/9781501724077-018,,Panel Study of Income Dynamics,13. The New Face of Employment Discrimination,https://doi.org/10.7591/9781501724077-018
dataset-303,10.1525/9780520958494-013,,Panel Study of Income Dynamics,12. Longitudinal Studies,https://doi.org/10.1525/9780520958494-013
dataset-303,10.7591/9781501731136-012,,Panel Study of Income Dynamics,11. Locating the American Dream: Assessing the Neighborhood Benefits of Homeownership,https://doi.org/10.7591/9781501731136-012
dataset-303,10.1515/9780691197944-017,,Panel Study of Income Dynamics,Ethics in Statistical Practice and Communication: Five Recommendations,https://doi.org/10.1515/9780691197944-017
dataset-303,10.7591/9781501731136-009,,Panel Study of Income Dynamics,8. The Wealth-Creating Potential of Homeownership: A Preliminary Assessment of Price Appreciation among Low-Income Homebuyers,https://doi.org/10.7591/9781501731136-009
dataset-303,10.1016/j.jfineco.2019.05.006,"{'id': 'jour.1041730', 'title': 'Journal of Financial Economics'}",Panel Study of Income Dynamics,Growing up without finance,https://doi.org/10.1016/j.jfineco.2019.05.006
dataset-303,10.1111/joop.12272,"{'id': 'jour.1019103', 'title': 'Journal of Occupational and Organizational Psychology'}",Panel Study of Income Dynamics,Job analysis ratings and criterion‐related validity: Are they related and can validity be used as a measure of accuracy?,https://doi.org/10.1111/joop.12272
dataset-303,10.1037/bul0000212,"{'id': 'jour.1017900', 'title': 'Psychological Bulletin'}",Panel Study of Income Dynamics,The mechanisms and moderators of “fade-out”: Towards understanding why the skills of early childhood program participants converge over time with the skills of other children.,https://doi.org/10.1037/bul0000212
dataset-303,10.1177/0002764219850870,"{'id': 'jour.1006192', 'title': 'American Behavioral Scientist'}",Panel Study of Income Dynamics,Children’s and Adults’ Affectionate Generosity Toward Members of Different Religious Groups,https://doi.org/10.1177/0002764219850870
dataset-303,10.1016/j.ehb.2019.03.007,"{'id': 'jour.1031884', 'title': 'Economics & Human Biology'}",Panel Study of Income Dynamics,"Twins Are More Different than Commonly Believed, but Made Less Different by Compensating Behaviors",https://doi.org/10.1016/j.ehb.2019.03.007
dataset-303,10.1007/s11098-019-01347-4,"{'id': 'jour.1026678', 'title': 'Philosophical Studies'}",Panel Study of Income Dynamics,Scanlon on the diversity of objections to inequality,https://doi.org/10.1007/s11098-019-01347-4
dataset-303,10.1177/0002764219850859,"{'id': 'jour.1006192', 'title': 'American Behavioral Scientist'}",Panel Study of Income Dynamics,Heterogeneity and Giving: Evidence From U.S. Households Before and After the Great Recession of 2008,https://doi.org/10.1177/0002764219850859
dataset-303,10.1177/0002764219850871,"{'id': 'jour.1006192', 'title': 'American Behavioral Scientist'}",Panel Study of Income Dynamics,Are Millennials Really Particularly Selfish? Preliminary Evidence From a Cross-Sectional Sample in the Philanthropy Panel Study,https://doi.org/10.1177/0002764219850871
dataset-303,10.1111/jofi.12828,"{'id': 'jour.1041970', 'title': 'The Journal of Finance'}",Panel Study of Income Dynamics,YOLO: Mortality Beliefs and Household Finance Puzzles,https://doi.org/10.1111/jofi.12828
