title,url,authors,open,journal,search_term,dataset_id
The Global Precipitation Measurement Mission,https://zenodo.org/record/1234573,"Hou, Arthur Y., Kakar, Ramesh K., Neeck, Steven, Azarbarzin, Ardeshir A., Kummerow, Christian D., Kojima, Masahiro, Oki, Riko, Nakamura, Kenji, Iguchi, Toshio",True,,Global Precipitation Measurement,dataset-667
The Basic Performance of a Precipitation Retrieval Algorithm for the Global Precipitation Measurement Mission's Single/Dual-Frequency Radar Measurements,http://hdl.handle.net/10069/34075,"Seto, Shinta, Iguchi, Toshio, Oki, Taikan",True,IEEE Transactions on Geoscience and Remote Sensing,Global Precipitation Measurement,dataset-667
Characteristics and diurnal cycle of GPM rainfall estimates over the Central Amazon Region,http://dx.doi.org/10.3390/rs8070544,"Rômulo Oliveira, Viviana Maggioni, Daniel Vila, Carlos Morales",True,,Global Precipitation Measurement,dataset-667
Comprehensive Characteristics of Summer Deep Convection over Tibetan Plateau and Its South Slope from the Global Precipitation Measurement Core Observatory,https://doaj.org/toc/2073-4433,"Gao, Chen, Cai, Li, Wang",True,Atmosphere,Global Precipitation Measurement,dataset-667
Improving the Regional Applicability of Satellite Precipitation Products by Ensemble Algorithm,http://www.mdpi.com/2072-4292/10/4/577,"Waseem Muhammad, Hanbo Yang, Huimin Lei, Ajmal Muhammad, Dawen Yang",True,Remote Sensing,Global Precipitation Measurement,dataset-667
"Assimilation of precipitation Estimates from the Integrated Multisatellite Retrievals for GPM (IMERG, early Run) in the Canadian Precipitation Analysis (CaPA)",http://www.sciencedirect.com/science/article/pii/S2214581817301398,"Alaba Boluwade, Tricia Stadnyk, Vincent Fortin, Guy Roy",True,Journal of Hydrology: Regional Studies,Global Precipitation Measurement,dataset-667
An automatic precipitation-phase distinction algorithm for optical disdrometer data over the global ocean,https://doaj.org/toc/1867-8548,"Burdanowitz, J., Klepp, C., Bakan, S.",True,,Global Precipitation Measurement,dataset-667
"Assessment of IMERG-V06 Precipitation Product over Different Hydro-Climatic Regimes in the Tianshan Mountains, North-Western China",https://www.mdpi.com/2072-4292/11/19/2314,"Muhammad Naveed Anjum, Ijaz Ahmad, Yongjian Ding, Donghui Shangguan, Muhammad Zaman, Muhammad Wajid Ijaz, Kaleem Sarwar, Haidong Han, Min Yang",True,Remote Sensing,Global Precipitation Measurement,dataset-667
Comprehensive Evaluation of Two Successive V3 and V4 IMERG Final Run Precipitation Products over Mainland China,https://www.mdpi.com/2072-4292/10/1/34,"Haigen Zhao, Shengtian Yang, Songcai You, Yingchun Huang, Qianfeng Wang, Qiuwen Zhou",True,Remote Sensing,Global Precipitation Measurement,dataset-667
"Similarities and Improvements of GPM Dual-Frequency Precipitation Radar (DPR) upon TRMM Precipitation Radar (PR) in Global Precipitation Rate Estimation, Type Classification and Vertical Profiling",https://www.mdpi.com/2072-4292/9/11/1142,"Jinyu Gao, Guoqiang Tang, Yang Hong",True,Remote Sensing,Global Precipitation Measurement,dataset-667
"A global assessment of precipitation chemistry and deposition of sulfur, nitrogen, sea salt, base cations, organic acids, acidity and pH, and phosphorus",http://publications.jrc.ec.europa.eu/repository/handle/JRC90943,"Artz, Richard S., Vet, Robert, Carou, Silvina, Shaw, Mike, Ro, Chul-Un, Aas, Wenche, Baker, Alex, Bowersox, Van C., Dentener, Frank, Galy-Lacaux, Corinne, Hou, Amy, Pienaar, Jacobus J., Gillett, Robert, Forti, M. Cristina, Gromov, Sergey, Hara, Hiroshi, Khodzher, Tamara, Mahowald, Natalie M., Nickovic, Slobodan, Rao, P.S.P., Reid, Neville W.",True,Atmospheric Environment,Global Precipitation Measurement,dataset-667
