api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.2139/ssrn.267533,"Gender Differences in Salary and Promotion for Faculty in the Humanities, 1977-95",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Gender%20Differences%20in%20Salary%20and%20Promotion%20for%20Faculty%20in%20the%20Humanities%2C%201977-95,Donna Ginther Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.3390/socsci6010024,Gender Differences in the Early Employment Outcomes of STEM Doctorates,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Gender%20Differences%20in%20the%20Early%20Employment%20Outcomes%20of%20STEM%20Doctorates,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1023/a:1018882711314,Gender Differences in the Rewards to Publishing in Academe: Science in the 1970s,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Gender%20Differences%20in%20the%20Rewards%20to%20Publishing%20in%20Academe%3A%20Science%20in%20the%201970s,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1016/j.econedurev.2011.06.002,Gender salary differences in economics departments in Japan,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Gender%20salary%20differences%20in%20economics%20departments%20in%20Japan,Donna Ginther Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1080/03075079.2015.1072151,Gendered patterns in international research collaborations in academia,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Gendered%20patterns%20in%20international%20research%20collaborations%20in%20academia,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1162/rest_a_00490,How Important Is U.S. Location for Research in Science?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=How%20Important%20Is%20U.S.%20Location%20for%20Research%20in%20Science%3F,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1525/bio.2013.63.4.2,How to Exploit Postdocs,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=How%20to%20Exploit%20Postdocs,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.2139/ssrn.2564667,Immigration and Innovation: Chinese Graduate Students in U.S. Universities,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Immigration%20and%20Innovation%3A%20Chinese%20Graduate%20Students%20in%20U.S.%20Universities,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1002/he.20061,Increasing the Visibility of Women of Color in Academic Science and Engineering: Professional Society Data,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Increasing%20the%20Visibility%20of%20Women%20of%20Color%20in%20Academic%20Science%20and%20Engineering%3A%20Professional%20Society%20Data,Lisa Frehill Survey of Doctorate Recipients,"dataset-370, dataset-371",,
dimensions,10.1080/0030923800200201,INDEX BIBLIOGRAPHICUS,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=INDEX%20BIBLIOGRAPHICUS,Paula Stephan Survey of Earned Doctorates,"dataset-370, dataset-371",,
