dataset,doi,journal,search_term,title
dataset-346,10.1016/j.foodcont.2019.106945,Food Control,"Women, Infants, and Children","Food safety education attitude and practice among health professionals in China, Peru, and the U.S."
dataset-346,10.1016/j.envres.2019.108794,Environmental Research,"Women, Infants, and Children","Exposure to lead and vaccine-specific IgG titers in South African children participating in the Venda Health Examination of Mothers, babies and their environment (VHEMBE): A longitudinal study"
dataset-346,10.1016/j.jad.2019.09.073,Journal of Affective Disorders,"Women, Infants, and Children",The Effect of Maternal Depression on Mental Representations and Child Negative Affect
dataset-346,10.1111/ecin.12842,Economic Inquiry,"Women, Infants, and Children",AGING OUT OF WOMEN INFANTS AND CHILDREN: AN INVESTIGATION OF THE COMPENSATION EFFECT OF PRIVATE NUTRITION ASSISTANCE PROGRAMS
dataset-346,10.1016/j.pedn.2019.10.002,Journal of Pediatric Nursing,"Women, Infants, and Children",Modeling safe infant sleep in the hospital
dataset-346,10.1016/j.scitotenv.2019.134397,The Science of The Total Environment,"Women, Infants, and Children",Interactions between ambient air pollution and obesity on lung function in children: The Seven Northeastern Chinese Cities (SNEC) Study
dataset-346,10.1007/978-3-030-18072-0,,"Women, Infants, and Children","New Technologies, Development and Application II"
dataset-346,10.1016/b978-0-12-814037-6.00004-5,,"Women, Infants, and Children","Chapter 4 Autism spectrum disorder: A clinical path to early diagnosis, evaluation, and intervention"
dataset-346,10.1016/b978-0-12-814507-4.00004-3,,"Women, Infants, and Children",4 Methodological approaches for using scanner data
dataset-346,10.1016/j.ecresq.2019.08.001,"{'id': 'jour.1096851', 'title': 'Early Childhood Research Quarterly'}","Women, Infants, and Children",Maternal support for infant learning: Findings from a randomized controlled trial of doula home visiting services for young mothers
dataset-346,10.1007/978-3-030-23665-6,,"Women, Infants, and Children","Exploring Digital Ecosystems, Organizational and Human Challenges"
dataset-346,10.1007/978-3-030-27021-6,,"Women, Infants, and Children",The ASMBS Textbook of Bariatric Surgery
dataset-346,10.1007/978-3-030-23665-6_32,,"Women, Infants, and Children",Community-Oriented Motivations and Knowledge Sharing as Drivers of Success Within Food Assemblies
dataset-346,10.1007/978-3-030-18072-0_67,,"Women, Infants, and Children",Biogenic Elements as Cofactors in Enzymes and Their Amount in the Chia Seed
dataset-346,10.1016/b978-0-12-814507-4.00002-x,,"Women, Infants, and Children",2 Sources of scanner data across the globe
dataset-346,10.1016/b978-0-12-814507-4.00005-5,,"Women, Infants, and Children",5 Insights from past food research using scanner data
dataset-346,10.1007/978-3-030-27021-6_54,,"Women, Infants, and Children",Obesity Prevention
dataset-346,10.1007/978-3-030-31818-5,,"Women, Infants, and Children",Experiences of Hunger and Food Insecurity in College
dataset-346,10.7591/9780801466366-023,,"Women, Infants, and Children",Chapter Eighteen. PROGRESA: An Integrated Approach to Poverty Alleviation in Mexico (5-1)
dataset-346,10.1525/9780520960510-017,,"Women, Infants, and Children",11. Economies of Dignity
