api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.4236/tel.2017.76116,Intensity of Off-Farm Employment and Its Impact on Wage Distribution: Does the Source of Health Insurance Coverage Matter?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Intensity%20of%20Off-Farm%20Employment%20and%20Its%20Impact%20on%20Wage%20Distribution%3A%20Does%20the%20Source%20of%20Health%20Insurance%20Coverage%20Matter%3F,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.142731,Intergenerational Management Transfers in Family Farm Businesses,http://dx.doi.org/10.22004/ag.econ.142731,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.55545,Internet Access and Internet Purchasing Patterns of Farm Households,http://dx.doi.org/10.22004/ag.econ.55545,Agricultural Resource Management Survey,dataset-870,,
openaire,,Internet Access and Internet Purchasing Patterns of Farm Households,http://purl.umn.edu/55545,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.21106,Internet Access and Use by Farm Households,http://dx.doi.org/10.22004/ag.econ.21106,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1016/j.adhoc.2018.07.017,Internet of Underground Things in Precision Agriculture: Architecture and Technology Aspects,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Internet%20of%20Underground%20Things%20in%20Precision%20Agriculture%3A%20Architecture%20and%20Technology%20Aspects,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1016/s0022-0302(12)70687-2,"Interpretive Summaries, January 2012",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Interpretive%20Summaries%2C%20January%202012,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.3390/ijerph15040700,Intra-Household Allocation of Nutrients in an Opening China.,https://www.ncbi.nlm.nih.gov/pubmed/29642513,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.21010/ajtcam.v13i4.29,"INVASIVE ALIEN PLANT SPECIES USED FOR THE TREATMENT OF VARIOUS DISEASES IN LIMPOPO PROVINCE, SOUTH AFRICA.",https://www.ncbi.nlm.nih.gov/pubmed/28852740,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1111/hsc.12454,Investigating the job satisfaction of healthcare providers at primary healthcare centres in Lebanon: A national cross-sectional study.,https://www.ncbi.nlm.nih.gov/pubmed/28627051,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.4162/nrp.2014.8.1.81,"Investigation of variations in energy, macronutrients and sodium intake based on the places meals are provided: Using the Korea National Health and Nutrition Examination Survey (KNHANES, 1998-2009).",https://www.ncbi.nlm.nih.gov/pubmed/24611110,Agricultural Resource Management Survey,dataset-870,,
openaire,10.15580/GJAS.2013.5.030413510,Involvement of Fishermen in Fisheries Co-management in Oman,https://zenodo.org/record/3375071,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.262501,Irrigation Water Pricing in Iran: The Gap between Theory and Practice,http://dx.doi.org/10.22004/ag.econ.262501,Agricultural Resource Management Survey,dataset-870,,
openaire,10.5455/ijamd.168344,Irrigation Water Pricing in Iran: The Gap between Theory and Practice,http://ijamad.iaurasht.ac.ir/article_513232_5c82321ec63975cc426b70410c19bf2e.pdf,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.3390/su10072137,Is Aging the Important Factor for Sustainable Agricultural Development in Korea? Evidence from the Relationship between Aging and Farm Technical Efficiency,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Is%20Aging%20the%20Important%20Factor%20for%20Sustainable%20Agricultural%20Development%20in%20Korea%3F%20Evidence%20from%20the%20Relationship%20between%20Aging%20and%20Farm%20Technical%20Efficiency,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1016/j.scitotenv.2015.04.062,Is climate change a threat for water uses in the Mediterranean region? Results from a survey at local scale.,https://www.ncbi.nlm.nih.gov/pubmed/25956206,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.2134/agronj2017.08.0504,"Is Corn Stover Harvest Predictable Using Farm Operation, Technology, and Management Variables?",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Is%20Corn%20Stover%20Harvest%20Predictable%20Using%20Farm%20Operation%2C%20Technology%2C%20and%20Management%20Variables%3F,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1016/j.landusepol.2013.05.015,Is participation in agri-environmental programs affected by liquidity and solvency?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Is%20participation%20in%20agri-environmental%20programs%20affected%20by%20liquidity%20and%20solvency%3F,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1093/ajae/aas090,Is There A Farm Labor Shortage?,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Is%20There%20A%20Farm%20Labor%20Shortage%3F,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.235035,Item Response Rates for the Agricultural Resource Management Survey III in 2006 and 2007,http://dx.doi.org/10.22004/ag.econ.235035,Agricultural Resource Management Survey,dataset-870,,
openaire,10.4102/sajhrm.v13i1.634,Job demands and resources of workers in a South African agricultural organisation,https://sajhrm.co.za/index.php/sajhrm/article/view/634,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1080/1059924X.2018.1470047,Job Resources and Work Engagement among Finnish Dairy Farmers.,https://www.ncbi.nlm.nih.gov/pubmed/30047861,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1108/00021461211250465,Keeping ARMS relevant: extracting additional information from ARMS,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Keeping%20ARMS%20relevant%3A%20extracting%20additional%20information%20from%20ARMS,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1108/00021461211250456,Keeping ARMS relevant: increasing its usability,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Keeping%20ARMS%20relevant%3A%20increasing%20its%20usability,Agricultural Resource Management Survey,dataset-870,,
openaire,10.25157/ma.v5i2.1968,KESEJAHTERAAN PETANI PELAKU USAHATANI POLIKULTUR TERINTEGRASI DI KABUPATEN TASIKMALAYA,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/1968,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1155/2018/5819545,"Knowledge, Attitude, and Beliefs of Communities and Health Staff about  Infection in Selected Pastoral and Agropastoral Regions of Uganda.",https://www.ncbi.nlm.nih.gov/pubmed/29862062,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.3390/ijerph15091808,Labor Off-Farm Employment and Cropland Abandonment in Rural China: Spatial Distribution and Empirical Analysis.,https://www.ncbi.nlm.nih.gov/pubmed/30135363,Agricultural Resource Management Survey,dataset-870,,
pubmed,,Labour migration and rural development in Egypt. A study of return migration in six villages.,https://www.ncbi.nlm.nih.gov/pubmed/12286757,Agricultural Resource Management Survey,dataset-870,,
openaire,10.21512/tw.v12i1.685,Lahan Pertanian Abadi (LPA) Di Kabupaten Tangerang,https://journal.binus.ac.id/index.php/winners/article/view/685,Agricultural Resource Management Survey,dataset-870,,
pubmed,,"Land capability and topographic data as a surrogate for the mapping and classification of wetlands: a case example from the Daly basin, Northern Territory, Australia.",https://www.ncbi.nlm.nih.gov/pubmed/14653633,Agricultural Resource Management Survey,dataset-870,,
