dataset,doi,journal,search_term,title,url
dataset-099,10.1080/00343404.2016.1244333,Regional Studies,Texas Unemployment Insurance,"Entry, growth and survival in the green industry",https://doi.org/10.1080/00343404.2016.1244333
dataset-099,10.1016/j.jebo.2017.02.016,Journal of Economic Behavior & Organization,Texas Unemployment Insurance,Subcontracting and the survival of plants in the road construction industry: A panel quantile regression analysis,https://doi.org/10.1016/j.jebo.2017.02.016
dataset-099,10.2139/ssrn.2921914,SSRN Electronic Journal,Texas Unemployment Insurance,"Born Under a Lucky Star: Financial Aid, College Completion, Labor Supply, and Credit Constraints",https://doi.org/10.2139/ssrn.2921914
dataset-099,10.2139/ssrn.3068025,SSRN Electronic Journal,Texas Unemployment Insurance,"ProPelled: The Effects of Grants on Graduation, Earnings, and Welfare",https://doi.org/10.2139/ssrn.3068025
dataset-099,10.4324/9781315768601,,Texas Unemployment Insurance,Lone Star Tarnished,https://doi.org/10.4324/9781315768601
dataset-099,10.1080/00036846.2012.741679,"{'id': 'jour.1027307', 'title': 'Applied Economics'}",Texas Unemployment Insurance,Do production subsidies have a wage incidence in wind power?,https://doi.org/10.1080/00036846.2012.741679
dataset-099,10.1016/j.regsciurbeco.2012.03.001,"{'id': 'jour.1027410', 'title': 'Regional Science and Urban Economics'}",Texas Unemployment Insurance,Geographic concentration and high tech firm survival,https://doi.org/10.1016/j.regsciurbeco.2012.03.001
dataset-099,10.4324/9780203126141,,Texas Unemployment Insurance,Lone Star Tarnished,https://doi.org/10.4324/9780203126141
dataset-099,10.1111/j.1465-7295.2010.00353.x,"{'id': 'jour.1121986', 'title': 'Economic Inquiry'}",Texas Unemployment Insurance,RESEARCH UNIVERSITIES AND REGIONAL HIGH‐TECH FIRM START‐UP AND EXIT,https://doi.org/10.1111/j.1465-7295.2010.00353.x
dataset-099,10.1007/s11069-010-9572-z,"{'id': 'jour.1050117', 'title': 'Natural Hazards'}",Texas Unemployment Insurance,The impact of a storm surge on business establishments in the Houston MSA,https://doi.org/10.1007/s11069-010-9572-z
dataset-099,10.2139/ssrn.1912506,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",Texas Unemployment Insurance,Geographic Concentration and Firm Survival,https://doi.org/10.2139/ssrn.1912506
dataset-099,10.2139/ssrn.1410859,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",Texas Unemployment Insurance,Migration and Wages: A Natural Experiment from Hurricane Katrina,https://doi.org/10.2139/ssrn.1410859
dataset-099,10.2139/ssrn.1333352,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",Texas Unemployment Insurance,Research Universities and Regional High-Tech Firm Start-up and Exit,https://doi.org/10.2139/ssrn.1333352
dataset-099,10.1007/s12114-004-1024-0,"{'id': 'jour.1027925', 'title': 'The Review of Black Political Economy'}",Texas Unemployment Insurance,The role of state policies and discrimination in reducing the chances of African Americans receiving unemployment insurance,https://doi.org/10.1007/s12114-004-1024-0
dataset-099,10.1080/08865655.2000.9695555,"{'id': 'jour.1053582', 'title': 'Journal of Borderlands Studies'}",Texas Unemployment Insurance,Workforce education: Perspectives on border issues,https://doi.org/10.1080/08865655.2000.9695555
dataset-099,10.1002/ir.37019958704,"{'id': 'jour.1124129', 'title': 'New Directions for Institutional Research'}",Texas Unemployment Insurance,Amarillo college: Tracking in a two‐year college context,https://doi.org/10.1002/ir.37019958704
